# t	mass in r<=450 #
0.000	308726.39
2.500	308725.50
5.000	308724.29
7.500	308723.27
10.000	308721.80
12.500	308720.81
15.000	308719.65
17.500	308718.79
20.000	308717.99
22.500	308717.28
25.000	308716.66
27.500	308716.17
30.000	308715.72
32.500	308715.33
35.000	308715.08
37.500	308714.83
40.000	308714.67
42.500	308714.61
45.000	308714.59
47.500	308714.61
50.000	308714.75
52.500	308714.93
55.000	308715.15
57.500	308715.48
60.000	308715.85
62.500	308716.26
65.000	308716.77
67.500	308717.34
70.000	308717.93
72.500	308718.63
75.000	308719.40
77.500	308720.18
80.000	308721.05
82.500	308722.01
85.000	308722.99
87.500	308724.04
90.000	308725.18
92.500	308726.35
95.000	308727.56
97.500	308728.90
100.000	308730.27
102.500	308731.68
105.000	308733.19
107.500	308734.73
110.000	308736.31
112.500	308738.01
115.000	308739.75
117.500	308741.50
120.000	308743.37
122.500	308745.30
125.000	308747.25
127.500	308749.29
130.000	308751.42
132.500	308753.55
135.000	308755.77
137.500	308758.08
140.000	308760.40
142.500	308762.80
145.000	308765.30
147.500	308767.81
150.000	308770.39
152.500	308773.07
155.000	308775.77
157.500	308778.52
160.000	308781.39
162.500	308784.28
165.000	308787.24
167.500	308790.30
170.000	308793.37
172.500	308796.48
175.000	308799.65
177.500	308802.89
180.000	308806.16
182.500	308809.57
185.000	308813.06
187.500	308816.57
190.000	308820.20
192.500	308823.84
195.000	308827.53
197.500	308831.27
200.000	308835.03
202.500	308838.88
205.000	308842.75
207.500	308846.70
210.000	308850.72
212.500	308854.78
215.000	308858.94
217.500	308863.16
220.000	308867.43
222.500	308871.79
225.000	308876.21
227.500	308880.68
230.000	308885.22
232.500	308889.80
235.000	308894.47
237.500	308899.18
240.000	308903.94
242.500	308908.78
245.000	308913.65
247.500	308918.57
250.000	308923.59
252.500	308928.63
255.000	308933.72
257.500	308938.92
260.000	308944.14
262.500	308949.39
265.000	308954.78
267.500	308960.19
270.000	308965.61
272.500	308971.18
275.000	308976.77
277.500	308982.37
280.000	308988.11
282.500	308993.89
285.000	308999.66
287.500	309005.58
290.000	309011.56
292.500	309017.51
295.000	309023.60
297.500	309029.78
300.000	309035.91
302.500	309042.17
305.000	309048.55
307.500	309054.87
310.000	309061.29
312.500	309067.86
315.000	309074.37
317.500	309080.95
320.000	309087.71
322.500	309094.41
325.000	309101.15
327.500	309108.10
330.000	309115.00
332.500	309121.90
335.000	309129.03
337.500	309136.14
340.000	309143.20
342.500	309150.50
345.000	309157.82
347.500	309165.05
350.000	309172.51
352.500	309180.04
355.000	309187.45
357.500	309195.06
360.000	309202.80
362.500	309210.39
365.000	309218.15
367.500	309226.10
370.000	309233.88
372.500	309241.80
375.000	309249.95
377.500	309257.94
380.000	309266.02
382.500	309274.36
385.000	309282.57
387.500	309290.80
390.000	309299.33
392.500	309307.75
395.000	309316.12
397.500	309324.81
400.000	309333.45
402.500	309341.96
405.000	309350.79
407.500	309359.65
410.000	309368.31
412.500	309377.30
415.000	309386.38
417.500	309395.22
420.000	309404.37
422.500	309413.68
425.000	309422.73
427.500	309432.04
430.000	309441.58
432.500	309450.87
435.000	309460.35
437.500	309470.11
440.000	309479.63
442.500	309489.26
445.000	309499.20
447.500	309508.96
450.000	309518.71
452.500	309528.82
455.000	309538.80
457.500	309548.67
460.000	309558.90
462.500	309569.11
465.000	309579.09
467.500	309589.45
470.000	309599.87
472.500	309609.99
475.000	309620.48
477.500	309631.14
480.000	309641.43
482.500	309652.06
485.000	309662.95
487.500	309673.46
490.000	309684.24
492.500	309695.37
495.000	309706.13
497.500	309717.07
500.000	309728.44
502.500	309739.46
505.000	309750.57
507.500	309762.15
510.000	309773.44
512.500	309784.70
515.000	309796.46
517.500	309808.03
520.000	309819.47
522.500	309831.40
525.000	309843.23
527.500	309854.83
530.000	309866.87
532.500	309878.93
535.000	309890.69
537.500	309902.82
540.000	309915.12
542.500	309927.06
545.000	309939.28
547.500	309951.81
550.000	309963.95
552.500	309976.26
555.000	309988.99
557.500	310001.34
560.000	310013.74
562.500	310026.64
