#          tintegral inside 5 < r < 500
   0.0000000    0.0000000000e+00
  40.0000000   -3.9652259976e-15
  80.0000000   -1.7244167882e-14
 120.0000000    1.8245339359e-14
 160.0000000    1.8275467149e-14
 200.0000000   -4.3333786217e-14
 240.0000000    1.4609840720e-13
 280.0000000   -3.5849681501e-14
 320.0000000    6.8465534004e-14
 360.0000000   -1.3388122177e-13
 400.0000000    1.6894161546e-13
 440.0000000    8.3076865364e-15
 480.0000000    4.1371989741e-14
 520.0000000    1.6954139181e-13
 560.0000000   -3.7146678788e-14
 600.0000000    1.8978841881e-15
 640.0000000    2.5558109273e-13
 680.0000000   -1.9452285245e-13
 720.0000000    1.3450624712e-14
 760.0000000    4.3293863787e-14
 800.0000000    7.4206473897e-14
 840.0000000    1.7725016573e-15
 880.0000000    1.0699363321e-13
 920.0000000    1.7571954051e-13
 960.0000000    4.1837160622e-15
1000.0000000   -4.4580139559e-14
1040.0000000   -2.6984977350e-14
1080.0000000    3.4469615009e-14
1120.0000000   -2.6501341206e-13
1160.0000000    8.9103554130e-14
1200.0000000   -6.0126136653e-15
1240.0000000   -1.5641032080e-13
1280.0000000   -5.8005078836e-14
1320.0000000   -2.1662999758e-13
1360.0000000   -1.3361514583e-13
1400.0000000    1.4058084256e-13
1440.0000000    1.4302942672e-13
1480.0000000   -1.4172204058e-14
1520.0000000   -1.5367401778e-13
1560.0000000    9.3162602157e-14
1600.0000000   -2.0637770909e-13
1640.0000000    1.7176716765e-13
1680.0000000   -6.7027774262e-14
1720.0000000    1.2700250753e-13
1760.0000000    7.1124700130e-14
1800.0000000    4.5431974053e-14
1840.0000000   -1.0490035721e-13
1880.0000000   -2.5248708015e-13
1920.0000000   -1.4323498115e-14
1960.0000000   -6.6749221864e-14
2000.0000000   -1.8930087286e-13
