#          tintegral inside 1.71414 < R < 500
   0.0000000    4.1968002197e+05
   5.0000000    4.1967739193e+05
  10.0000000    4.1967496637e+05
  15.0000000    4.1967274481e+05
  20.0000000    4.1967076161e+05
  25.0000000    4.1966896361e+05
  30.0000000    4.1966742253e+05
  35.0000000    4.1966612291e+05
  40.0000000    4.1966501153e+05
  45.0000000    4.1966417115e+05
  50.0000000    4.1966354561e+05
  55.0000000    4.1966312763e+05
  60.0000000    4.1966298688e+05
  65.0000000    4.1966303768e+05
  70.0000000    4.1966332100e+05
  75.0000000    4.1966387102e+05
  80.0000000    4.1966460079e+05
  85.0000000    4.1966559758e+05
  90.0000000    4.1966683152e+05
  95.0000000    4.1966823913e+05
 100.0000000    4.1966993441e+05
 105.0000000    4.1967185283e+05
 110.0000000    4.1967397167e+05
 115.0000000    4.1967636715e+05
 120.0000000    4.1967894080e+05
 125.0000000    4.1968174712e+05
 130.0000000    4.1968483226e+05
 135.0000000    4.1968808743e+05
 140.0000000    4.1969160512e+05
 145.0000000    4.1969537509e+05
 150.0000000    4.1969931931e+05
 155.0000000    4.1970354498e+05
 160.0000000    4.1970798561e+05
 165.0000000    4.1971264616e+05
 170.0000000    4.1971761414e+05
 175.0000000    4.1972270732e+05
 180.0000000    4.1972797003e+05
 185.0000000    4.1973356779e+05
 190.0000000    4.1973944010e+05
 195.0000000    4.1974560676e+05
 200.0000000    4.1975193576e+05
 205.0000000    4.1975831947e+05
 210.0000000    4.1976498448e+05
 215.0000000    4.1977190926e+05
 220.0000000    4.1977903707e+05
 225.0000000    4.1978648936e+05
 230.0000000    4.1979415621e+05
 235.0000000    4.1980205917e+05
 240.0000000    4.1981024736e+05
 245.0000000    4.1981858019e+05
 250.0000000    4.1982717180e+05
 255.0000000    4.1983600230e+05
 260.0000000    4.1984496154e+05
 265.0000000    4.1985423225e+05
 270.0000000    4.1986371816e+05
 275.0000000    4.1987335342e+05
 280.0000000    4.1988331516e+05
 285.0000000    4.1989345298e+05
 290.0000000    4.1990379415e+05
 295.0000000    4.1991446590e+05
 300.0000000    4.1992528643e+05
 305.0000000    4.1993636266e+05
 310.0000000    4.1994773146e+05
 315.0000000    4.1995923562e+05
 320.0000000    4.1997104069e+05
 325.0000000    4.1998308057e+05
