#          tintegral inside 1.14106 < R < 500
   0.0000000    4.1890608640e+05
   5.0000000    4.1890348892e+05
  10.0000000    4.1890107400e+05
  15.0000000    4.1889884964e+05
  20.0000000    4.1889692120e+05
  25.0000000    4.1889516034e+05
  30.0000000    4.1889364121e+05
  35.0000000    4.1889239359e+05
  40.0000000    4.1889132643e+05
  45.0000000    4.1889053304e+05
  50.0000000    4.1888997417e+05
  55.0000000    4.1888961299e+05
  60.0000000    4.1888954897e+05
  65.0000000    4.1888966628e+05
  70.0000000    4.1889002036e+05
  75.0000000    4.1889066039e+05
  80.0000000    4.1889144821e+05
  85.0000000    4.1889252629e+05
  90.0000000    4.1889383653e+05
  95.0000000    4.1889531400e+05
 100.0000000    4.1889710843e+05
 105.0000000    4.1889906634e+05
 110.0000000    4.1890125489e+05
 115.0000000    4.1890372836e+05
 120.0000000    4.1890633810e+05
