#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            50.000000           50.000000          100.000000          100.000000          200.000000          200.000000
  50.0000000   -4.6656869901e-04   -3.3528114035e-10    1.2112832022e-06   -7.1053980831e-13    1.8106492897e-07    4.4352453088e-14
  51.0000000   -6.4560965881e-04   -1.4523319834e-09    1.1876715956e-06    1.1210626893e-12    1.9134881539e-07    3.9372315751e-14
  52.0000000   -8.6517584210e-04    9.6982590978e-10    1.1522576874e-06    3.7194354312e-12    1.9012097349e-07    3.9823343696e-14
  53.0000000   -1.0876631965e-03    3.2496896235e-09    1.0912897293e-06    6.5161182445e-12    1.8396712703e-07    2.9540208328e-14
  54.0000000   -1.2770254443e-03    4.6883127186e-09    9.8264806310e-07    8.2851110412e-12    1.8271036683e-07    2.9811911066e-14
  55.0000000   -1.4070529941e-03    4.6643625160e-09    8.2943535825e-07    7.6679169280e-12    1.5463109847e-07    1.4012474069e-14
  56.0000000   -1.4613894592e-03   -7.7684374049e-10    7.2520293445e-07    4.2108040770e-12    1.5346415418e-07    1.3883290558e-14
  57.0000000   -1.4291317819e-03   -9.3881521258e-09    8.9315207658e-07   -8.2470317106e-13    9.9354717334e-08   -6.1674463010e-15
  58.0000000   -1.3023588356e-03   -1.7874310760e-08    1.5915411682e-06   -4.8212940436e-12    9.8180637778e-08   -6.4289533123e-15
  59.0000000   -1.0770075261e-03   -2.8415345145e-08    2.8030226643e-06   -5.5143126056e-12    1.5073197961e-08   -2.9728224407e-14
  60.0000000   -7.5893423474e-04   -2.7029195902e-08    3.7731626259e-06   -2.8255195284e-12    1.3861382468e-08   -2.9987722068e-14
  61.0000000   -3.6951382307e-04    7.0209477693e-09    2.7192166854e-06    9.8846442235e-13   -9.9101146844e-08   -5.5917479099e-14
  62.0000000    5.6423807230e-05    6.5726132955e-08   -2.7112937121e-06    3.3825375256e-12   -1.0021792542e-07   -5.6016614027e-14
  63.0000000    4.7814742013e-04    1.1579989608e-07   -1.3651916865e-05    3.9678600147e-12   -2.4160272504e-07   -8.4722208639e-14
  64.0000000    8.5893782526e-04    1.2263982091e-07   -2.7008883215e-05    4.7856119228e-12   -2.4271339507e-07   -8.4638796213e-14
  65.0000000    1.1745840077e-03    7.2122630952e-08   -3.2994617790e-05    7.7921288082e-12   -4.1004548018e-07   -1.1484361456e-13
  66.0000000    1.4125697594e-03   -1.6538138156e-08   -1.6784826977e-05    1.1780589055e-11   -4.1120713991e-07   -1.1497284371e-13
  67.0000000    1.5652904301e-03   -1.1561651429e-07    3.2553715993e-05    1.1828782791e-11   -6.0099730426e-07   -1.4193923223e-13
  68.0000000    1.6288433582e-03   -2.0971098554e-07    1.0776971686e-04    2.5873753306e-12   -6.0206944745e-07   -1.4227100410e-13
  69.0000000    1.6064577884e-03   -2.6608376884e-07    1.7367823980e-04   -1.6213080342e-11   -8.0993205649e-07   -1.5851381029e-13
  70.0000000    1.5096082741e-03   -2.4020585914e-07    1.7543123167e-04   -3.6244036678e-11   -8.1098923565e-07   -1.5898869290e-13
  71.0000000    1.3564324504e-03   -1.3136804500e-07    6.9731510826e-05   -4.4411547767e-11   -1.0330746365e-06   -1.5650422591e-13
   1.0000000    2.0541329652e-05   -3.5520238280e-12    1.3372029927e-06   -7.5360303463e-14    8.6078432290e-08   -1.0859933988e-14
   2.0000000    2.0507925897e-05   -2.2029202555e-12    1.3402195646e-06   -2.5484750019e-13    8.4532020129e-08   -9.8093770435e-15
   3.0000000    2.0497140969e-05    1.2131612013e-12    1.3427603525e-06   -2.8089482891e-13    8.4743866416e-08   -8.2267872760e-15
   4.0000000    2.0663878490e-05    3.0143121543e-12    1.3416483052e-06   -1.5755998130e-13    8.3374262389e-08   -1.2921875387e-14
   5.0000000    2.0675596367e-05    2.1066412033e-12    1.3397007161e-06   -3.9908448142e-14    8.6509225262e-08   -1.7685457801e-14
   6.0000000    2.0507014963e-05    4.2740535446e-12    1.3422485411e-06    4.9491286791e-14    8.5244895615e-08   -1.6808394405e-14
   7.0000000    2.0414996622e-05    7.7167329170e-12    1.3501221711e-06    1.1835183649e-13    8.7491153323e-08   -1.5171679515e-14
   8.0000000    2.0433167584e-05    9.0768220028e-12    1.3586074306e-06    1.4438174985e-13    8.6103786029e-08   -1.2698412672e-14
   9.0000000    2.0469256675e-05    1.0352852598e-11    1.3626150490e-06    1.4116522289e-13    8.7711151990e-08   -8.3079122804e-15
  10.0000000    2.0482669651e-05    1.0998268067e-11    1.3608232337e-06    1.5840959354e-13    8.6206215141e-08   -7.8173596816e-15
  11.0000000    2.0465388497e-05    8.7242710421e-12    1.3553420336e-06    2.2650766830e-13    8.7797062490e-08   -2.7085595597e-15
  12.0000000    2.0409520413e-05    4.9404251224e-12    1.3493055697e-06    3.3432392042e-13    8.6352004025e-08   -3.4315861582e-15
  13.0000000    2.0316601814e-05    2.4483596704e-12    1.3450520242e-06    4.4766671000e-13    8.8478937086e-08    1.8311265050e-15
  14.0000000    2.0204604004e-05   -7.6333814112e-13    1.3434136317e-06    5.4008911915e-13    8.7166236981e-08    7.7687892945e-16
  15.0000000    2.0096107515e-05   -6.7284696020e-12    1.3438933646e-06    6.0597115956e-13    8.9718666569e-08    4.9684614193e-15
  16.0000000    2.0001244145e-05   -1.4090601652e-11    1.3454151483e-06    6.5416418638e-13    8.8480971692e-08    3.7314979356e-15
  17.0000000    1.9912972420e-05   -2.1678915904e-11    1.3470631914e-06    6.9357345078e-13    9.0890322817e-08    7.0165754618e-15
  18.0000000    1.9814315998e-05   -2.6212803772e-11    1.3483595189e-06    7.2513199958e-13    8.9683897889e-08    6.3541487354e-15
  19.0000000    1.9686367309e-05   -2.3305585992e-11    1.3491549646e-06    7.4282413924e-13    9.1388941021e-08    9.5748436733e-15
  20.0000000    1.9513341633e-05   -1.4031896013e-11    1.3494522401e-06    7.3868610862e-13    9.0189083187e-08    9.5734436253e-15
  21.0000000    1.9284138858e-05   -4.9189733525e-12    1.3493127932e-06    7.0753938280e-13    9.0583398255e-08    1.3157444802e-14
  22.0000000    1.8991177038e-05   -5.0929734012e-12    1.3488099591e-06    6.5172569354e-13    8.9337353108e-08    1.3623499705e-14
  23.0000000    1.8623603036e-05   -1.8660671544e-11    1.3479833476e-06    5.8517432954e-13    8.7999169964e-08    1.7510072094e-14
  24.0000000    1.8162134694e-05   -2.7100133780e-11    1.3468129177e-06    5.2003355028e-13    8.6693079289e-08    1.7937354245e-14
  25.0000000    1.7596796430e-05   -4.7465392236e-12    1.3452408893e-06    4.5131870878e-13    8.3753104951e-08    2.2812176176e-14
  26.0000000    1.6929079462e-05    2.6091441819e-11    1.3432300000e-06    3.5309872184e-13    8.2417090725e-08    2.2743744381e-14
  27.0000000    1.6128413578e-05    2.3017446874e-11    1.3408157558e-06    1.9608161725e-13    7.8223519911e-08    2.8425871323e-14
  28.0000000    1.5120923212e-05    6.9742785606e-12    1.3381136515e-06   -3.0796742934e-14    7.6855758971e-08    2.7871599656e-14
  29.0000000    1.3599998900e-05    2.1252534174e-11    1.3352731828e-06   -3.1552516157e-13    7.1996724568e-08    3.4047571365e-14
  30.0000000    1.0518823886e-05    4.5405648052e-11    1.3324095369e-06   -6.4002313836e-13    7.0630851379e-08    3.3124619808e-14
  31.0000000    4.8806959924e-06    3.2613425058e-11    1.3295608094e-06   -9.9315239516e-13    6.6352237640e-08    3.8772630697e-14
  32.0000000    3.8915556073e-07    1.8006761424e-12    1.3266922291e-06   -1.3666643934e-12    6.5029332024e-08    3.7789839749e-14
  33.0000000    1.0564539067e-05   -9.2463097366e-12    1.3237266326e-06   -1.7341251322e-12    6.2721499993e-08    4.1914311968e-14
  34.0000000    4.5901171835e-05   -3.7145746033e-11    1.3205730331e-06   -2.0340454124e-12    6.1388660400e-08    4.1241077969e-14
  35.0000000    7.5160067457e-05   -1.1160320635e-10    1.3171516328e-06   -2.1808730673e-12    6.2326232521e-08    4.3513397670e-14
  36.0000000    2.5866990910e-05   -1.7870529858e-10    1.3134218064e-06   -2.0976469323e-12    6.0999148460e-08    4.3593448155e-14
  37.0000000   -1.1285294226e-04   -1.6256485187e-10    1.3093949178e-06   -1.7584896663e-12    6.6707995173e-08    4.4416360078e-14
  38.0000000   -2.1814321083e-04   -9.1986196210e-11    1.3051053487e-06   -1.2152418746e-12    6.5439731879e-08    4.5105914395e-14
  39.0000000   -1.6392512837e-04   -9.0757284066e-11    1.3005480274e-06   -5.9468636090e-13    7.6964162058e-08    4.5516477351e-14
  40.0000000    6.8813334968e-06   -1.1271544308e-10    1.2956234613e-06   -6.6644235017e-14    7.5674412630e-08    4.6338081133e-14
  41.0000000    1.3914308793e-04   -3.7078687183e-11    1.2901195053e-06    2.0602073794e-13    9.3005412317e-08    4.6309012316e-14
  42.0000000    1.4330701298e-04    6.0544471210e-11    1.2837417898e-06    1.2086048731e-13    9.1703336196e-08    4.6458602171e-14
  43.0000000    2.8793827441e-05    7.0403596687e-11    1.2762346221e-06   -3.1777189910e-13    1.1421440454e-07    4.6534439820e-14
  44.0000000   -1.6245908083e-04   -1.1541800666e-11    1.2676431721e-06   -9.8600467123e-13    1.1297624260e-07    4.5847178859e-14
  45.0000000   -3.5643884858e-04   -2.6935553540e-11    1.2586003673e-06   -1.6803100904e-12    1.3880198155e-07    4.6202672392e-14
  46.0000000   -4.5238791339e-04    1.0643837132e-10    1.2502193890e-06   -2.2000504377e-12    1.3753782600e-07    4.5419660019e-14
  47.0000000   -4.2312356313e-04    1.8446193359e-10    1.2431851562e-06   -2.4208335569e-12    1.6300880499e-07    4.5661756254e-14
  48.0000000   -3.5861449275e-04    1.7804584139e-10    1.2364362339e-06   -2.2978209953e-12    1.6172399615e-07    4.5420925201e-14
  49.0000000   -3.6306774160e-04    2.1014310481e-10    1.2269030836e-06   -1.7789325835e-12    1.8227232206e-07    4.4039052206e-14
  50.0000000   -4.6648762256e-04    2.2832323131e-10    1.2112827473e-06   -7.1000135831e-13    1.8106492899e-07    4.4358819292e-14
  51.0000000   -6.4552176669e-04    2.6807447276e-10    1.1876713392e-06    1.1232535182e-12    1.9134881537e-07    3.9367676287e-14
  52.0000000   -8.6522328506e-04    3.5156961328e-10    1.1522578134e-06    3.7221964161e-12    1.9012097352e-07    3.9881824568e-14
  53.0000000   -1.0878366640e-03    3.8969562847e-10    1.0912898478e-06    6.5160940146e-12    1.8396712715e-07    2.9557530341e-14
  54.0000000   -1.2772743676e-03    6.2574740522e-10    9.8264796979e-07    8.2779412040e-12    1.8271036689e-07    2.9785509284e-14
  55.0000000   -1.4074140461e-03    1.4310422076e-09    8.2943718615e-07    7.6554321901e-12    1.5463109840e-07    1.4013158484e-14
  56.0000000   -1.4619062225e-03    2.6493186556e-09    7.2521159492e-07    4.2005076107e-12    1.5346415422e-07    1.3862482812e-14
  57.0000000   -1.4296923961e-03    3.4862876797e-09    8.9316901612e-07   -8.2447468151e-13    9.9354717334e-08   -6.1757059920e-15
  58.0000000   -1.3026491011e-03    2.8253576092e-09    1.5915521759e-06   -4.8045189357e-12    9.8180637761e-08   -6.4598274934e-15
  59.0000000   -1.0767321036e-03   -5.6676606110e-11    2.8029931610e-06   -5.4701933343e-12    1.5073198049e-08   -2.9733126043e-14
  60.0000000   -7.5802874847e-04   -4.5947530974e-09    3.7730604006e-06   -2.7436026548e-12    1.3861382562e-08   -3.0068592446e-14
  61.0000000   -3.6814827018e-04   -8.7748039942e-09    2.7190665597e-06    1.0822638787e-12   -9.9101146872e-08   -5.5980858558e-14
  62.0000000    5.7821601879e-05   -1.0215270019e-08   -2.7113575513e-06    3.3938665209e-12   -1.0021792543e-07   -5.6054714011e-14
  63.0000000    4.7897901163e-04   -7.9179471929e-09   -1.3651674172e-05    3.7794630376e-12   -2.4160272486e-07   -8.4714899810e-14
  64.0000000    8.5874807963e-04   -3.3879122488e-09   -2.7008194105e-05    4.3804297352e-12   -2.4271339490e-07   -8.4620013437e-14
  65.0000000    1.1732492320e-03    1.4018987198e-10   -3.2993703382e-05    7.3201327415e-12   -4.1004548025e-07   -1.1480553758e-13
  66.0000000    1.4102659091e-03    8.5589178424e-10   -1.6784459751e-05    1.1470175724e-11   -4.1120713991e-07   -1.1492519076e-13
  67.0000000    1.5623709468e-03    8.1448981763e-10    3.2552445080e-05    1.1942072305e-11   -6.0099730399e-07   -1.4192212702e-13
  68.0000000    1.6257250030e-03    3.0084954631e-09    1.0776625251e-04    3.6285077400e-12   -6.0206944726e-07   -1.4225579864e-13
  69.0000000    1.6038448682e-03    6.6610497937e-09    1.7367369837e-04   -1.3647113447e-11   -8.0993205635e-07   -1.5860080432e-13
  70.0000000    1.5086690674e-03    9.0569292194e-09    1.7542879018e-04   -3.3187466150e-11   -8.1098923559e-07   -1.5912173913e-13
  71.0000000    1.3582525015e-03    1.0623241357e-08    6.9734967698e-05   -4.5615294398e-11   -1.0330746366e-06   -1.5651202228e-13
  72.0000000    1.1740180598e-03    1.3183087234e-08   -1.3513185588e-04   -4.6318049542e-11   -1.0341988073e-06   -1.5684885583e-13
  73.0000000    9.7759047475e-04    1.3628999025e-08   -3.6010095319e-04   -3.8807608007e-11   -1.2672683888e-06   -1.3129492468e-13
  74.0000000    7.8625622606e-04    5.4099459581e-09   -4.8159074403e-04   -2.9729080625e-11   -1.2683046337e-06   -1.3157005070e-13
  75.0000000    6.0779608968e-04   -8.4050360116e-09   -3.9940960643e-04   -2.0424986353e-11   -1.5091815272e-06   -8.5775137214e-14
  76.0000000    4.3916412432e-04   -1.3450194384e-08   -1.0791924383e-04   -4.9733180288e-12   -1.5101673500e-06   -8.6115225981e-14
  77.0000000    2.7600099236e-04   -7.7475543761e-09    2.8021279681e-04    2.1869357519e-11   -1.7565553573e-06   -3.1299172763e-14
  78.0000000    1.2715621280e-04   -3.6081055790e-09    5.8329410989e-04    5.5014764816e-11   -1.7575930895e-06   -3.1747290208e-14
  79.0000000    1.3633417945e-05   -3.7863241847e-09    6.4957405923e-04    7.8811547795e-11   -2.0079432655e-06    1.5833257432e-14
  80.0000000   -5.0832115862e-05   -2.5340427589e-09    4.4497215345e-04    7.7740739439e-11   -2.0088799751e-06    1.5280625986e-14
  81.0000000   -7.1648155420e-05    2.3402557548e-09    7.2563312831e-05    4.8376449023e-11   -2.2613326214e-06    3.8846222447e-14
  82.0000000   -6.2384712803e-05    6.9733013173e-09   -2.8852649383e-04    2.2340790176e-12   -2.2621700241e-06    3.8263785183e-14
  83.0000000   -2.9377333131e-05    9.9200958220e-09   -4.8408347442e-04   -4.1888458151e-11   -2.5150906512e-06    2.7202355460e-14
  84.0000000    2.5947140770e-05    1.0019086863e-08   -4.6164869219e-04   -6.9053096222e-11   -2.5159442708e-06    2.6549904224e-14
  85.0000000    9.5050667766e-05    1.1307224175e-08   -2.8049328456e-04   -7.5035349344e-11   -2.7682607786e-06   -1.7783035472e-14
  86.0000000    1.6485093651e-04    2.1694030143e-08   -5.9095673073e-05   -6.6194236034e-11   -2.7689780424e-06   -1.8737506797e-14
  87.0000000    2.3122398849e-04    1.4232984236e-08    9.8016160731e-05   -5.4574269382e-11   -3.0194151118e-06   -8.2250844211e-14
  88.0000000    2.9807033598e-04   -1.0328427782e-08    1.4823634967e-04   -5.1646842421e-11   -3.0199520612e-06   -8.3715837885e-14
  89.0000000    3.6581205449e-04   -3.2616898371e-09    1.1325415160e-04   -6.2828962930e-11   -3.2675251349e-06   -1.4565150731e-13
  90.0000000    4.3172412927e-04    1.8010476422e-08    4.6829551647e-05   -8.4317200509e-11   -3.2680096438e-06   -1.4760400097e-13
  91.0000000    4.9718543005e-04    2.3305809646e-08   -4.4581168306e-06   -1.0412355116e-10   -3.5123493360e-06   -1.9083834076e-13
  92.0000000    5.6493404281e-04    2.5198988959e-08   -2.3752858350e-05   -1.0790261888e-10   -3.5126555291e-06   -1.9272988480e-13
  93.0000000    6.3050826633e-04    2.9610521402e-09   -2.2355297480e-05   -8.6756223672e-11   -3.7527640255e-06   -2.1074506086e-13
  94.0000000    6.8370117612e-04   -5.4229789703e-08   -2.2762394979e-05   -4.2168055259e-11   -3.7528320877e-06   -2.1183940986e-13
  95.0000000    7.1927974234e-04   -1.0165436556e-07   -4.1631371240e-05    1.4661002446e-11   -3.9873616973e-06   -2.0438885823e-13
  96.0000000    7.3882282238e-04   -1.0076578582e-07   -8.3308578094e-05    6.7847326499e-11   -3.9873720875e-06   -2.0443763486e-13
  97.0000000    7.4124391654e-04   -4.6553751415e-08   -1.4397239024e-04    1.0332043568e-10   -4.2157506697e-06   -1.6175392745e-13
  98.0000000    7.2167918143e-04    4.8926161910e-08   -2.1859592832e-04    1.1475911270e-10   -4.2156780865e-06   -1.6097133955e-13
  99.0000000    6.8130363783e-04    1.7138891305e-07   -3.0353624764e-04    1.0757104653e-10   -4.4358051406e-06   -5.0877308695e-14
 100.0000000    6.2863962794e-04    3.2909152170e-07   -3.9444798849e-04    9.9167439391e-11   -4.4356467202e-06   -4.9837547830e-14
 101.0000000    5.7077194182e-04    5.5207366942e-07   -4.8468288956e-04    1.1467253665e-10   -4.6400189682e-06    1.6862403971e-13
 102.0000000    5.0997848442e-04    8.5554824640e-07   -5.6799433616e-04    1.8025421689e-10   -4.6400539053e-06    1.6980191453e-13
 103.0000000    4.4534741274e-04    1.2410097442e-06   -6.4348667034e-04    3.1797427768e-10   -4.8199147657e-06    4.9483396046e-13
 104.0000000    3.7250540737e-04    1.6752156743e-06   -7.1719572946e-04    5.4107150984e-10   -4.8202503083e-06    4.9610586019e-13
 105.0000000    2.8560346352e-04    1.9797567256e-06   -7.9726055350e-04    8.3938596196e-10   -4.9902298157e-06    8.2086005236e-13
 106.0000000    1.8015806791e-04    1.8406447825e-06   -8.8546620876e-04    1.1490175409e-09   -4.9909084285e-06    8.2220380891e-13
 107.0000000    5.2205095538e-05    1.0335669968e-06   -9.7121395415e-04    1.3320599905e-09   -5.2265011533e-06    9.3089323991e-13
 108.0000000   -1.0032377497e-04   -3.8271092516e-07   -1.0321775184e-03    1.2192406358e-09   -5.2278350734e-06    9.3201594556e-13
 109.0000000   -2.7380747427e-04   -2.0624485193e-06   -1.0413728641e-03    7.2536344050e-10   -5.6544396054e-06    6.0864799749e-13
 110.0000000   -4.6327114497e-04   -3.5307179061e-06   -9.7689245165e-04   -5.5574397122e-11   -5.6566176626e-06    6.0933983255e-13
 111.0000000   -6.7003705951e-04   -4.4141714406e-06   -8.2981559423e-04   -9.0128585271e-10   -6.3160483925e-06   -1.6439405707e-13
 112.0000000   -8.9843262936e-04   -4.5940955271e-06   -6.0715900777e-04   -1.6586623348e-09   -6.3189911329e-06   -1.6393100252e-13
 113.0000000   -1.1488190283e-03   -4.2256798073e-06   -3.2899982124e-04   -2.4195181051e-09   -6.9621726664e-06   -1.0568129950e-12
 114.0000000   -1.4181296858e-03   -3.6369727703e-06   -2.1342300419e-05   -3.4727881845e-09   -6.9657835404e-06   -1.0557261462e-12
 115.0000000   -1.7000883886e-03   -3.0857275304e-06    2.9181456578e-04   -4.9630584245e-09   -7.0045684639e-06   -1.4556841367e-12
 116.0000000   -1.9818356842e-03   -2.5304374390e-06    5.9340748555e-04   -6.4209665026e-09   -7.0094209576e-06   -1.4524381080e-12
 117.0000000   -2.2457870170e-03   -1.7030686833e-06    8.7316940664e-04   -6.6022468246e-09   -5.8749766020e-06   -8.3691575098e-13
 118.0000000   -2.4748176411e-03   -4.2863013688e-07    1.1233888987e-03   -4.1202305887e-09   -5.8819431313e-06   -8.2904662054e-13
 119.0000000   -2.6530405849e-03    1.1900736088e-06    1.3340258898e-03    1.2114589479e-09   -3.7593199400e-06    7.1022123453e-13
 120.0000000   -2.7655189555e-03    2.8832574309e-06    1.4909488584e-03    7.4117851375e-09   -3.7644138583e-06    7.2395019464e-13
 121.0000000   -2.8001552046e-03    4.3831175834e-06    1.5789555784e-03    1.1115834664e-08   -2.2541184572e-06    2.2134498911e-12
 122.0000000   -2.7492499104e-03    5.4322175247e-06    1.5880456368e-03    1.0102852503e-08   -2.2534529299e-06    2.2270537316e-12
 123.0000000   -2.6111804812e-03    5.7827389829e-06    1.5191491334e-03    5.4793748521e-09   -4.2025911983e-06    2.2500180939e-12
 124.0000000   -2.3899324734e-03    5.3771684763e-06    1.3856601058e-03    1.1127838865e-09   -4.2162658231e-06    2.2460416639e-12
 125.0000000   -2.0894815962e-03    4.4834195268e-06    1.2096237190e-03    3.4542855178e-10   -1.1933566441e-05    1.1280859351e-13
 126.0000000   -1.7106382945e-03    3.4954630796e-06    1.0146328600e-03    2.9023420509e-09   -1.1975279607e-05    7.6006268375e-14
 127.0000000   -1.2563320776e-03    2.6118647925e-06    8.1927153057e-04    5.0304402237e-09   -2.3729579426e-05   -3.0319621293e-12
 128.0000000   -7.3753146655e-04    1.7916324363e-06    6.3424482576e-04    2.9599958969e-09   -2.3714087307e-05   -3.0815761065e-12
