3400.5000000   -5.6675094667e-12    5.9397101887e-14   -3.5585615303e-09    2.5443191340e-09
3401.0000000   -1.0115764273e-11   -2.0056841179e-13   -1.4007852178e-09    5.0191579095e-11
3401.5000000   -1.3238744872e-11   -4.4288036168e-13   -3.5494507044e-09    2.5370979917e-09
3402.0000000   -1.4930072421e-11   -6.4398234195e-13   -1.3888474270e-09    4.4476387040e-11
3402.5000000   -1.5263335125e-11   -7.8607750976e-13   -3.5338038396e-09    2.5381152257e-09
3403.0000000   -1.4440721049e-11   -8.5911914756e-13   -1.3714280233e-09    4.7181736379e-11
3403.5000000   -1.2702203473e-11   -8.5691423282e-13   -3.5144134397e-09    2.5476237320e-09
3404.0000000   -1.0256325325e-11   -7.7563755650e-13   -1.3506217560e-09    5.8368721393e-11
3404.5000000   -7.2737189612e-12   -6.1644642807e-13   -3.4925406309e-09    2.5654496217e-09
3405.0000000   -3.9214056301e-12   -3.8958824798e-13   -1.3267905631e-09    7.7721661188e-11
3405.5000000   -3.7736253134e-13   -1.1121604905e-13   -3.4678080250e-09    2.5911290516e-09
3406.0000000    3.1987451796e-12    1.9901103179e-13   -1.2990977060e-09    1.0462118459e-10
3406.5000000    6.6988004366e-12    5.2271119014e-13   -3.4390944056e-09    2.6238488772e-09
3407.0000000    1.0067736196e-11    8.4493662091e-13   -1.2664389624e-09    1.3803246802e-10
3407.5000000    1.3263817771e-11    1.1504835383e-12   -3.4053170721e-09    2.6623376576e-09
3408.0000000    1.6225039480e-11    1.4258512346e-12   -1.2279751462e-09    1.7650375336e-10
3408.5000000    1.8851556877e-11    1.6553775425e-12   -3.3657437008e-09    2.7049867908e-09
3409.0000000    2.1011421196e-11    1.8240378599e-12   -1.1832736257e-09    2.1841291840e-10
3409.5000000    2.2560511137e-11    1.9182536297e-12   -3.3200413991e-09    2.7501785692e-09
3410.0000000    2.3368747180e-11    1.9276422064e-12   -1.1322806270e-09    2.6231982444e-10
3410.5000000    2.3337727097e-11    1.8490035010e-12   -3.2682172857e-09    2.7966202399e-09
3411.0000000    2.2404181521e-11    1.6810734726e-12   -1.0752323253e-09    3.0721822455e-10
3411.5000000    2.0537217718e-11    1.4291246449e-12   -3.2105566158e-09    2.8435019056e-09
3412.0000000    1.7736455015e-11    1.0980937537e-12   -1.0126421970e-09    3.5256018565e-10
3412.5000000    1.4027998995e-11    6.9822529479e-13   -3.1477362741e-09    2.8904040584e-09
3413.0000000    9.4689236753e-12    2.4179569807e-13   -9.4553879299e-10    3.9803037382e-10
3413.5000000    4.1553617335e-12   -2.5695956678e-13   -3.0811979254e-09    2.9369767390e-09
3414.0000000   -1.7801768356e-12   -7.8257278622e-13   -8.7589121552e-10    4.4315827082e-10
3414.5000000   -8.1710361814e-12   -1.3205678327e-12   -3.0135286166e-09    2.9825549093e-09
3415.0000000   -1.4825142377e-11   -1.8569211311e-12   -8.0682328627e-10    4.8698402021e-10
3415.5000000   -2.1535149922e-11   -2.3762661542e-12   -2.9483770856e-09    3.0259411674e-09
3416.0000000   -2.8082660403e-11   -2.8608024965e-12   -7.4219127897e-10    5.2799981052e-10
3416.5000000   -3.4240735441e-11   -3.2859947073e-12   -2.8896462850e-09    3.0655245025e-09
3417.0000000   -3.9774157868e-11   -3.6255907939e-12   -6.8551499086e-10    5.6444891427e-10
3417.5000000   -4.4447630053e-11   -3.8597272395e-12   -2.8402491606e-09    3.0997137830e-09
3418.0000000   -4.8028706465e-11   -3.9794718739e-12   -6.3878249865e-10    5.9485248353e-10
3418.5000000   -5.0295930667e-11   -3.9915194403e-12   -2.8011075984e-09    3.1274640594e-09
3419.0000000   -5.1038973153e-11   -3.9098529210e-12   -6.0181876664e-10    6.1849328221e-10
3419.5000000   -5.0058438225e-11   -3.7440054298e-12   -2.7709771742e-09    3.1486213870e-09
3420.0000000   -4.7167826614e-11   -3.4789991755e-12   -5.7257736129e-10    6.3561044872e-10
3420.5000000   -4.2216162773e-11   -3.0614668810e-12   -2.7471813799e-09    3.1639247145e-09
3421.0000000   -3.5125611737e-11   -2.3959649415e-12   -5.4816675493e-10    6.4723923542e-10
3421.5000000   -2.5942087898e-11   -1.3733843373e-12   -2.7268236785e-09    3.1746957576e-09
3422.0000000   -1.4879154103e-11    5.6176022276e-14   -5.2604366225e-10    6.5481122858e-10
3422.5000000   -2.3246845381e-12    1.8051784605e-12   -2.7078559887e-09    3.1824017226e-09
3423.0000000    1.1200329175e-11    3.6256480883e-12   -5.0481549314e-10    6.5972728586e-10
3423.5000000    2.5126588977e-11    5.1571029389e-12   -2.6895709608e-09    3.1882942491e-09
3424.0000000    3.8945850384e-11    6.0272682334e-12   -4.8440364417e-10    6.6307471031e-10
3424.5000000    5.2299718814e-11    6.0229554118e-12   -2.6724633449e-09    3.1932363373e-09
3425.0000000    6.5012719467e-11    5.3729982828e-12   -4.6568400024e-10    6.6554028291e-10
3425.5000000    7.7041120293e-11    5.0826669164e-12   -2.6577039559e-09    3.1977075104e-09
3426.0000000    8.8345279380e-11    6.8696915335e-12   -4.4991275469e-10    6.6746579973e-10
3426.5000000    9.8769217823e-11    1.1893042021e-11   -2.6465527229e-09    3.2019004477e-09
3427.0000000    1.0808135087e-10    1.8299292872e-11   -4.3821886070e-10    6.6895221409e-10
3427.5000000    1.1621752182e-10    2.0292148786e-11   -2.6399392528e-09    3.2058223195e-09
3428.0000000    1.2342822705e-10    1.3109895782e-11   -4.3131269043e-10    6.6994789113e-10
3428.5000000    1.2951666568e-10    2.1542609303e-12   -2.6382779320e-09    3.2093701072e-09
3429.0000000    1.3209664376e-10    2.6590102742e-12   -4.2939588073e-10    6.7031758900e-10
3429.5000000    1.2719354345e-10    2.0670791936e-11   -2.6414554991e-09    3.2123982610e-09
3430.0000000    1.1560430992e-10    3.5648393609e-11   -4.3219126261e-10    6.6991997398e-10
3430.5000000    1.0783508884e-10    1.6073349006e-11   -2.6489067200e-09    3.2148014726e-09
3431.0000000    1.1392842473e-10   -4.1297474482e-11   -4.3902163778e-10    6.6870360886e-10
3431.5000000    1.2545600232e-10   -9.4899999313e-11   -2.6597198569e-09    3.2166139337e-09
3432.0000000    1.2119551504e-10   -8.5534446143e-11   -4.4890740408e-10    6.6680446524e-10
3432.5000000    1.0152311701e-10    1.3285309204e-11   -2.6727669387e-09    3.2180837688e-09
3433.0000000    1.0109783087e-10    1.4929939751e-10   -4.6069781219e-10    6.6458963796e-10
3433.5000000    1.3998530660e-10    1.9238684380e-10   -2.6868628664e-09    3.2196727059e-09
3434.0000000    1.6150343693e-10    3.8411110171e-11   -4.7324004392e-10    6.6260881185e-10
3434.5000000    5.5714172666e-11   -2.3757623840e-10   -2.7009502939e-09    3.2219595694e-09
3435.0000000   -2.0506463072e-10   -3.9313931254e-10   -4.8556572546e-10    6.6145709878e-10
3435.5000000   -4.3901844966e-10   -2.7647104299e-10   -2.7142691294e-09    3.2254730643e-09
3436.0000000   -3.2815612838e-10   -1.2707655693e-11   -4.9704423896e-10    6.6159390100e-10
3436.5000000    2.6594502608e-10    1.8805119368e-10   -2.7264570278e-09    3.2305225270e-09
3437.0000000    1.0139257501e-09    3.0240130630e-10   -5.0744276971e-10    6.6319912981e-10
3437.5000000    1.2449335271e-09    3.6540585848e-10   -2.7375330479e-09    3.2370967030e-09
3438.0000000    5.3140211548e-10    2.1462369687e-10   -5.1686091438e-10    6.6612020155e-10
3438.5000000   -7.6726534751e-10   -2.7090250381e-10   -2.7477600696e-09    3.2448734320e-09
3439.0000000   -1.6435844064e-09   -7.4366917861e-10   -5.2555472548e-10    6.6993569055e-10
3439.5000000   -1.3181282689e-09   -6.5774901153e-10   -2.7574302281e-09    3.2533308236e-09
3440.0000000   -4.1155267364e-11   -3.0563482223e-11   -5.3371872335e-10    6.7409950115e-10
3440.5000000    1.1029543667e-09    4.7978526338e-10   -2.7666610358e-09    3.2619123041e-09
3441.0000000    1.2619658723e-09    3.8747168026e-10   -5.4131384855e-10    6.7810281678e-10
3441.5000000    5.7634861679e-10   -6.4272363547e-11   -2.7752800732e-09    3.2701742503e-09
3442.0000000   -1.6478479265e-10   -3.0229004564e-10   -5.4801206958e-10    6.8159206534e-10
3442.5000000   -4.2047170346e-10   -1.1511274679e-10   -2.7828527946e-09    3.2778700698e-09
3443.0000000   -2.8934699824e-10    2.2018178486e-10   -5.5328887283e-10    6.8440970138e-10
3443.5000000   -1.7142907313e-10    3.3484717384e-10   -2.7888423486e-09    3.2849496823e-09
3444.0000000   -2.8669401624e-10    1.2750170731e-10   -5.5662130840e-10    6.8655500990e-10
3444.5000000   -5.1797301794e-10   -2.0953577090e-10   -2.7928406945e-09    3.2914964508e-09
3445.0000000   -5.9657532797e-10   -4.0043663514e-10   -5.5771390429e-10    6.8810736432e-10
3445.5000000   -4.2833465248e-10   -3.2233987340e-10   -2.7947673652e-09    3.2976426536e-09
3446.0000000   -2.1900261720e-10   -1.0586827339e-10   -5.5664894588e-10    6.8914942167e-10
3446.5000000   -1.5845875837e-10   -1.7878680532e-11   -2.7949536724e-09    3.3035075653e-09
3447.0000000   -8.7582494353e-12   -1.8650316250e-10   -5.5389816666e-10    6.8973239735e-10
3447.5000000    7.3759480139e-10   -4.0508257726e-10   -2.7940696227e-09    3.3091798266e-09
3448.0000000    2.1808244017e-09   -2.5681728306e-10   -5.5018166975e-10    6.8988660912e-10
3448.5000000    3.7228951701e-09    4.8827956391e-10   -2.7929208439e-09    3.3147392408e-09
3449.0000000    4.6150129066e-09    1.5859759744e-09   -5.4623811182e-10    6.8966270478e-10
3449.5000000    4.5914987708e-09    2.4627883849e-09   -2.7922022248e-09    3.3202981653e-09
3450.0000000    3.7604556201e-09    2.6403130587e-09   -5.4259979112e-10    6.8917526048e-10
3450.5000000    2.1055926754e-09    1.9703989919e-09   -2.7923092717e-09    3.3260271225e-09
3451.0000000   -4.9703205566e-10    5.0104592989e-10   -5.3947057842e-10    6.8861736382e-10
3451.5000000   -3.7776393487e-09   -1.6923432978e-09   -2.7932868201e-09    3.3321489077e-09
3452.0000000   -6.9995398383e-09   -4.3580201101e-09   -5.3675648514e-10    6.8823473564e-10
3452.5000000   -9.6201888579e-09   -6.7886823321e-09   -2.7949326313e-09    3.3388964322e-09
