#       time         integral Re         integral Im         integral Re         integral Im
#       r =            50.000000           50.000000          200.000000          200.000000
   0.0000000   -1.2274530816e-22    1.8166558149e-22   -5.5341199991e-24    3.9673137442e-24
   0.2500000    7.1241785907e-22    7.5527733747e-23    5.9750408303e-25   -2.9327424162e-24
   0.5000000    2.1975864067e-22    2.7362140211e-22   -1.5838745360e-25    1.3976850026e-24
   0.7500000   -4.5071936494e-22    2.3713730488e-22    4.1016064212e-25   -1.3358752145e-24
   1.0000000    3.0062799188e-22    3.0231523975e-22   -8.9268290901e-24    4.0625797426e-24
   1.2500000    3.4898673078e-22    4.2761947124e-22    3.3180645051e-24    2.9998979202e-24
   1.5000000    5.8445434255e-22    4.5990135941e-22   -3.4440895183e-24   -8.8639916543e-25
   1.7500000    9.0265091462e-22    2.1516306558e-22    1.5628369909e-24   -3.0159475121e-25
   2.0000000    1.0190853433e-22    3.9803043103e-22    7.2363812621e-25    5.2351674413e-24
   2.2500000   -6.3396828965e-22    1.9205946313e-22   -2.7936435952e-24   -5.4146197742e-25
   2.5000000   -2.3574966088e-22    2.6400361154e-22    5.4853790051e-25    1.6696857634e-25
   2.7500000   -2.2310442595e-23    3.2278240771e-22    6.6046523007e-24   -2.6916228731e-24
   3.0000000    4.8672521628e-22    3.1216446633e-22   -7.7355359600e-24   -2.1312359390e-24
   3.2500000    1.2697472221e-21    2.2844400076e-22   -1.0941731910e-23    1.7393549918e-24
   3.5000000   -1.2388196583e-22   -9.0697533215e-23    2.3856017309e-24    2.6813226890e-24
   3.7500000   -3.5356786401e-22   -1.5842247447e-22   -5.5764661552e-24   -1.4009718190e-24
   4.0000000    6.4389883530e-22    1.0668238236e-22   -8.5967895541e-24    2.2816870692e-24
   4.2500000   -5.4739960193e-22    3.1981646008e-22    1.0865957907e-24   -1.7121122993e-24
   4.5000000    3.8185970224e-22    2.0593564170e-22    4.9893430484e-24   -1.2822663965e-24
   4.7500000   -8.6735537943e-22    2.2286029511e-23   -4.2539906074e-24   -9.5893472822e-25
   5.0000000    8.1791953917e-22    4.4829091093e-23    6.2650213621e-24    1.5452683222e-24
   5.2500000    1.0544678553e-21    2.0821732244e-22   -3.7544442024e-24   -2.2513702513e-24
   5.5000000   -1.0440441510e-21    2.2552840606e-22   -5.2943492557e-24    7.9403779142e-25
   5.7500000    1.0628726207e-21   -1.1181106775e-22   -2.9062634312e-24    2.6557508425e-24
   6.0000000    3.5398526985e-22    1.6166350652e-22    3.5715088547e-25    1.7191312936e-24
   6.2500000    1.0362616910e-21    2.9512503936e-22    2.3565576343e-24   -9.7951788411e-25
   6.5000000    2.5380481295e-22    4.2004536692e-22   -6.7795666528e-24    5.6984108987e-25
   6.7500000    2.4199053960e-22    3.7302612694e-22   -5.4718204185e-24    3.9084601194e-24
   7.0000000    1.5860647723e-21    3.2197168884e-22   -4.1724507916e-24    4.4897053246e-24
   7.2500000    4.1812935158e-22    3.8309890919e-22   -2.8266834994e-24   -2.0058854044e-25
   7.5000000    7.0440276250e-22    1.0837962636e-22   -1.5430046988e-23    1.0917834794e-24
   7.7500000   -3.4169045396e-22   -1.6924192413e-22   -8.0381762838e-24   -1.0606641268e-24
   8.0000000    1.5718238412e-22    3.0238175313e-22    4.5216336502e-24    1.3849736928e-24
   8.2500000    2.1083872445e-22   -1.7719170361e-23   -1.1189981127e-25    4.6325458151e-24
   8.5000000    7.4971404555e-22    1.7801755826e-22   -1.3827948646e-23    4.5956385632e-24
   8.7500000    8.5119984906e-22    8.3379829896e-23   -9.6753050920e-24   -2.1083229365e-25
   9.0000000    4.8762499110e-23   -1.3333967295e-22   -6.5830588811e-24    1.1302517556e-24
   9.2500000   -3.2569127753e-22    1.8489026625e-22    8.3237530926e-24    1.0256393990e-24
   9.5000000    8.7729699078e-22    1.8901115787e-22   -6.4228136541e-26    1.8809840551e-24
   9.7500000   -5.2550546184e-22   -1.7629975945e-23    1.5909745322e-24    3.3224678780e-24
  10.0000000    6.1111502326e-22    2.8246190104e-22   -6.9770232171e-25   -9.3948069496e-25
  10.2500000   -2.3087472090e-23    1.4910641506e-23    4.5220242108e-24    3.0086826758e-24
  10.5000000   -4.2155708443e-23    1.1568612007e-22   -8.6011417292e-24   -1.9992931552e-25
  10.7500000   -2.7360095611e-22    4.5261345092e-22   -1.8070213451e-24   -1.2725534806e-24
  11.0000000    1.8050341874e-22   -8.7054717407e-23   -7.2825658649e-24    7.7586552612e-25
  11.2500000    3.2803612714e-22    1.8956220717e-22   -1.6577282721e-23   -2.5175727440e-24
  11.5000000    8.7742458747e-22    1.5816757930e-22   -2.0615977601e-25    3.6421618458e-24
