  10.0000000    1.6396740208e+00   -2.3494604825e-08
  20.0000000    2.1592832309e+00   -4.1976877300e-07
  30.0000000    6.1203939456e-01    5.0316826985e-07
  40.0000000    7.8148864540e+00    1.9338931246e-06
  50.0000000    2.3525352750e+00   -2.2416397945e-04
  60.0000000    3.6009128366e+00    1.1126016598e-03
  70.0000000    9.0693555858e+00   -4.3659384724e-03
  80.0000000   -5.5680448000e-01   -4.2941609678e-03
  90.0000000    1.7191927074e+01    1.5255108242e-02
 100.0000000    1.5820524038e+01    2.5789210332e-02
 110.0000000    1.4085868639e+00    2.8441281841e-02
 120.0000000    3.3269958518e+01   -5.6894603657e-03
 130.0000000    1.4903994156e+01   -4.7317608493e-02
 140.0000000    7.7427225302e+00   -6.5329430848e-03
 150.0000000    4.3834168247e+01    1.8158061461e-02
 160.0000000    6.8561118539e+00   -6.8259907873e-03
 170.0000000    2.1421988753e+01    4.9582484416e-02
 180.0000000    4.6856971479e+01    2.3193294719e-02
 190.0000000   -7.9595864344e-01    1.5153531094e-03
 200.0000000    3.7824851841e+01    2.0796551999e-02
 210.0000000    3.9248166184e+01   -9.9517244409e-02
 220.0000000   -2.5010620599e+00    1.1609176350e-02
 230.0000000    5.4678025642e+01    3.7707069958e-02
 240.0000000    2.3176332348e+01    2.1821518671e-02
 250.0000000    7.0061171685e+00    3.6275525392e-02
 260.0000000    6.4379840811e+01    4.9741561693e-02
 270.0000000    4.6157076668e+00    1.6463626578e-03
 280.0000000    2.7047266166e+01    3.8033091030e-02
 290.0000000    6.1576402673e+01   -9.9012641461e-02
 300.0000000   -7.6118338555e+00   -5.3277469337e-02
 310.0000000    5.0605788834e+01   -4.7081845966e-04
 320.0000000    4.4698357675e+01    6.0243761971e-02
 330.0000000   -7.8550553613e+00    4.7414046352e-02
 340.0000000    7.2202373060e+01   -1.9741283696e-02
 350.0000000    1.9693510824e+01    3.8612759008e-02
 360.0000000    9.6423835939e+00    3.1902778436e-02
 370.0000000    8.0243642651e+01   -6.9433565919e-02
 380.0000000   -4.3374902689e+00    1.4320971676e-01
 390.0000000    3.8332000926e+01    7.9293430227e-02
 400.0000000    6.9263497149e+01    1.2900959635e-02
 410.0000000   -1.6154279744e+01    2.8351669454e-03
 420.0000000    6.8000605539e+01   -7.9346376443e-03
 430.0000000    4.3911587886e+01    1.4368051697e-02
 440.0000000   -9.8355820199e+00   -3.0527159301e-02
 450.0000000    9.0390165605e+01   -1.6310457800e-01
 460.0000000    1.0967401121e+01    2.1980793112e-02
 470.0000000    1.4838557897e+01    8.3018252257e-02
 480.0000000    9.2838905426e+01    1.1412511246e-01
 490.0000000   -1.6078002356e+01    7.5722679816e-02
 500.0000000    5.4036707349e+01    5.6419554326e-02
 510.0000000    7.4121597326e+01   -1.5721564079e-01
 520.0000000   -2.5190909410e+01   -8.2129198250e-02
 530.0000000    8.8493131456e+01   -4.1012030772e-02
 540.0000000    3.8117581142e+01    1.3696928783e-01
 550.0000000   -1.0583541960e+01    8.8419611516e-02
 560.0000000    1.0939852029e+02    9.9956822935e-02
 570.0000000   -1.9403362403e+00    3.2130132925e-01
 580.0000000    2.4119956047e+01    9.0280673811e-02
 590.0000000    1.0356260322e+02    7.2540451270e-03
 600.0000000   -2.9703144668e+01   -1.3278385248e-01
 610.0000000    7.1111658266e+01   -3.8119400357e-02
 620.0000000    7.3053093622e+01    3.7185045257e-03
