#          tintegral inside 0 < R < 50
   0.0000000    0.0000000000e+00
 160.0000000    2.4161762390e-03
 320.0000000    1.3087729985e-03
 480.0000000    1.3768460693e-03
 640.0000000   -7.9697414701e-05
 800.0000000    1.0277267542e-03
 960.0000000   -5.2904110393e-06
1120.0000000    2.1374837100e-03
1280.0000000   -4.1546492945e-04
1440.0000000    2.3543952041e-03
1600.0000000   -5.8263707937e-03
1760.0000000    6.6907534344e-03
1920.0000000   -6.8198573961e-03
2080.0000000   -1.9045593491e-03
2240.0000000   -1.1904495516e-02
2400.0000000   -2.8559752716e-03
2560.0000000   -3.2886862588e-03
2720.0000000    1.7347731423e-03
2880.0000000   -4.8027027748e-03
3040.0000000    3.3089855150e-03
3200.0000000   -1.7822661700e-02
3360.0000000    1.0481181255e-02
3520.0000000   -5.5835515770e-03
3680.0000000    2.9130029774e-03
3840.0000000   -8.7429205752e-03
4000.0000000   -2.9639670684e-03
4160.0000000    2.3524497162e-02
4320.0000000    2.3275077289e-02
4480.0000000    9.8648388256e-03
4640.0000000    2.3745521305e-03
4800.0000000    1.2731521252e-02
4960.0000000    1.9422348743e-02
5120.0000000    2.6740644926e-02
5280.0000000   -1.7543523467e-03
5440.0000000    2.6703264641e-02
5600.0000000    3.8284222056e-03
5760.0000000    5.7948362356e-03
5920.0000000    4.4325362589e-03
6080.0000000    3.3539495256e-02
6240.0000000    1.2866525170e-02
6400.0000000    7.0732594479e-03
6560.0000000    1.0173335041e-02
6720.0000000    1.5796500368e-02
6880.0000000    1.0437453922e-02
7040.0000000    1.9670692993e-02
7200.0000000    6.4369798313e-03
7360.0000000    1.1663105302e-02
7520.0000000    7.0427930776e-03
7680.0000000    7.4724623612e-03
7840.0000000    8.8914424817e-03
8000.0000000    5.4767859582e-03
8160.0000000    8.5865310043e-03
8320.0000000    2.1703891280e-03
8480.0000000    6.7459689982e-03
8640.0000000    1.6626744674e-03
8800.0000000    8.9613949229e-04
8960.0000000    2.8189704918e-03
9120.0000000    1.7197407192e-03
9280.0000000    1.2277724276e-03
9440.0000000    2.7817532907e-03
9600.0000000    2.8912793210e-04
9760.0000000    4.4239603816e-03
9920.0000000   -2.1522579221e-03
10080.0000000    4.8702203828e-03
10240.0000000   -5.1024663380e-03
10400.0000000   -3.0341123021e-03
10560.0000000   -1.6750521770e-03
10720.0000000   -5.6864892852e-03
10880.0000000   -4.0284550175e-03
11040.0000000   -5.4017277814e-03
11200.0000000   -6.1738456706e-03
11360.0000000   -3.6363805297e-03
11520.0000000   -3.3278905239e-03
11680.0000000   -9.2926521923e-03
11840.0000000   -7.5467592635e-03
12000.0000000   -8.2317374253e-03
12160.0000000   -1.9124060033e-02
12320.0000000    8.2490106512e-03
12480.0000000   -1.0965649364e-02
12640.0000000    1.3113923885e-02
12800.0000000   -5.3517079368e-03
12960.0000000    3.2669530219e-03
13120.0000000    4.6218756632e-03
13280.0000000    8.7107919205e-03
13440.0000000    2.1709740454e-02
13600.0000000    9.6762227186e-03
13760.0000000    4.0406618926e-03
13920.0000000    1.2358612886e-02
