#       time        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral
#       r =            50.000000           55.555556           61.111111           66.666667           72.222222           77.777778           83.333333           88.888889           94.444444          100.000000          105.555556          111.111111          116.666667          122.222222          127.777778          133.333333          138.888889          144.444444          150.000000          155.555556          161.111111          166.666667          172.222222          177.777778          183.333333          188.888889          194.444444          200.000000          205.555556          211.111111          216.666667          222.222222          227.777778          233.333333          238.888889          244.444444          250.000000          255.555556          261.111111          266.666667          272.222222          277.777778          283.333333          288.888889          294.444444          300.000000          305.555556          311.111111          316.666667          322.222222          327.777778          333.333333          338.888889          344.444444          350.000000          355.555556          361.111111          366.666667          372.222222          377.777778          383.333333          388.888889          394.444444          400.000000
   1.2500000    1.3581909801e-16    2.8370154327e-17   -6.0231583275e-17    7.9334248470e-17   -1.2601230629e-16    1.5629840401e-16    1.5416957802e-16   -3.6133273095e-17   -2.6908360483e-17    4.7416050829e-17   -1.5162917901e-16   -1.0144565439e-16    1.9641967778e-17    1.5084860948e-16    1.6793598607e-16   -6.4304736997e-17    2.3715121501e-17   -2.3445470210e-17    3.1875621120e-17   -8.2541679624e-17    1.0292164041e-16    1.2795663403e-16   -6.6930289049e-17    1.5476564930e-16    3.3351607138e-17    1.9131049541e-17   -7.8624639807e-18    5.1503396726e-17   -4.5414954401e-18    2.1501142474e-17   -3.1932389813e-18   -3.2471692397e-17   -2.7972773476e-17    9.0233837526e-17    7.8653024153e-17   -1.2741733144e-16   -5.4781788746e-17    3.8645287761e-17    8.5011117770e-18   -7.2380083577e-17    1.2865205051e-16    1.1847626229e-16    5.5633319141e-18   -6.7072210781e-17   -6.1948836238e-17    8.0895387527e-18   -3.4032831454e-17   -3.6885458278e-17    3.4501173172e-17    4.2576519751e-17   -3.9354896423e-17    2.6539363978e-18    4.1895295435e-17    7.2777464428e-17    4.4194427502e-17    3.5466240953e-17   -5.7549262530e-17    1.2348609945e-16    6.1551455387e-17   -5.7038344293e-17   -1.5370123630e-17    1.1959744398e-16    2.6014253568e-17    1.1055702962e-17
   2.5000000   -1.1481468160e-17   -2.7930196957e-17   -9.0978926621e-17    4.8175332098e-17   -5.4285062683e-17    4.6876748246e-17    1.5966194907e-18   -1.0793147757e-17   -1.9805177771e-17    1.3340642855e-17   -5.1283418040e-17    2.5545911851e-19   -5.6981575600e-18    6.4262160478e-17    1.0573169072e-17   -1.3191625036e-17    6.7909549003e-18    1.4688899314e-17    2.6156175300e-17   -3.0349962496e-17    5.1084727615e-17   -1.6356479671e-17   -1.9599391259e-17    5.8457561618e-17    1.4412151936e-17    3.3720603643e-17   -2.3509334989e-17    7.3614802650e-17   -6.8832040264e-18   -3.7552490420e-17   -6.5354957818e-18    1.9521334306e-17    1.1204720781e-17    9.7606671529e-17    5.4121852690e-17   -9.1539517465e-18    2.8214040422e-17    3.2429115877e-17    2.5425278378e-17   -1.9883234724e-17    5.1936258010e-17    4.5947160898e-17    1.6384864018e-17    5.0467368078e-17   -3.0357058583e-17    2.2182366790e-17    4.7118015191e-17    1.7144145286e-17    2.3324836737e-17    4.0064505086e-17   -4.7834719940e-17    2.6730958317e-17   -2.4949840574e-17    2.5297548819e-17   -9.4236030382e-18    3.9950967700e-18    2.0976032064e-17   -3.2358155011e-18    1.7726024390e-17   -5.5846201740e-18    6.0458658047e-18    1.0984742096e-17   -4.6763210860e-17    3.8113081264e-17
   3.7500000   -3.2003350680e-17    4.4513751400e-17    5.5789433047e-17   -6.1828202765e-17    6.4127334832e-17   -5.2936806224e-17   -1.5043703645e-17   -3.3521913217e-17   -5.0311254173e-18   -1.2588457673e-17    5.4448272675e-17    3.5388184000e-17    1.1226009041e-17   -3.4905650109e-17   -1.3510948934e-17   -1.1318258167e-17   -5.9670992431e-17   -6.8640445925e-17   -9.0900869669e-18    4.5485915267e-18   -2.8178559989e-17   -1.8378864359e-18   -1.9578102999e-17   -4.7082534758e-17    2.9803563826e-19   -1.9315547794e-17    9.4732756446e-18   -5.6463561277e-17    1.0097731268e-17    2.0834110332e-17    1.4731475834e-17   -1.6626130963e-17    5.2872941444e-17   -4.2796498436e-17   -1.8499497832e-17   -2.0983128151e-17    1.0502208205e-18   -3.2890361508e-17    4.1086341560e-18   -2.3090665878e-17   -5.8656252044e-17   -4.6656769561e-17   -1.8662707824e-17   -2.9441663408e-17    2.6234232253e-17    8.4727274305e-18   -3.4004447108e-17   -1.4873397566e-17   -4.0007736393e-17   -5.0651866331e-17    1.3929618045e-17    1.5022415386e-17    1.2269133775e-17    1.4050251518e-17   -4.4350541407e-18    9.0829908802e-19   -1.7882138295e-18   -3.3188397146e-17   -1.1424699467e-17   -1.0998934269e-18    2.4289904518e-17    6.8690118532e-18    2.3991868880e-17   -4.4378925754e-17
   5.0000000    1.2341513859e-16    5.5803625220e-17    1.2215203517e-16   -1.0473823859e-16    1.0967711488e-16   -5.9692280691e-17   -1.3841626571e-16    8.1505650977e-17    9.3285154775e-17   -1.3553525454e-17    9.7329924151e-17    1.1067056701e-16   -4.8239196878e-17   -1.3868591700e-16   -2.4211847565e-17    1.7626679177e-17   -1.2138565781e-16   -8.0611544062e-18    6.1452110174e-18   -3.3720603643e-17   -7.3174845279e-17   -5.2099468002e-17   -2.3771890194e-17    1.3496756761e-17   -3.4997899235e-17   -6.2445562302e-18   -2.0223846882e-17   -3.3819948856e-17    2.5474950984e-17   -1.3042607217e-17   -2.7248972641e-17   -7.2337507057e-17   -5.5973931299e-17    2.3615776289e-17    1.4688899314e-17    9.4675987753e-17   -7.5502361692e-18   -5.3376763595e-17   -1.9783889511e-17   -3.0101599464e-17   -7.8766561540e-17   -2.9931293385e-17    5.7918259035e-17   -3.5366895740e-17    1.2533108197e-16    1.2191076822e-17   -7.4083144367e-18    8.2172683120e-18    4.5273032669e-17   -7.1216325370e-17   -4.3385473626e-17    1.2473501070e-16    3.0697670741e-17    1.7456373098e-17   -9.5598479014e-17   -4.7146399538e-17    4.0362540724e-17   -2.3119050225e-17   -9.0077723620e-17    7.6566774686e-17    1.0482339163e-16   -2.9860332519e-17    3.5012091409e-17   -2.4098310179e-17
   6.2500000   -1.0473823859e-17    1.3843045788e-16    1.8648515651e-16   -7.3628994823e-17    3.0967322032e-16   -1.3928198828e-16   -9.7244771111e-17    2.0167078189e-16   -4.4591808353e-17   -1.4694576183e-16    3.5139820968e-17    5.3504493154e-17    1.0641291503e-16   -2.6783469358e-16   -1.0473823859e-16   -4.9672606376e-17   -1.0326225257e-16   -6.0912807591e-17    7.5048212148e-17   -1.0865527840e-16    1.4050251518e-17   -1.3562040758e-16    2.6227136167e-17   -9.7074465032e-18   -1.6179077505e-18   -3.0059022944e-17    5.0098371574e-17   -1.4328418114e-16   -2.8781727352e-17   -4.6266484796e-18    2.4694381456e-17   -9.1142136614e-17   -3.9000092092e-17   -1.4532785408e-16   -6.0685732819e-17   -1.1257231822e-16    1.8109213067e-17   -5.2454272333e-17   -2.2395249389e-17   -2.2338480696e-17   -1.8219912019e-16    3.5395280086e-17    4.3428050146e-18    1.3065314694e-16   -8.5976185551e-17    1.7967291335e-17    3.7126725223e-17   -4.5982641331e-17   -1.0127534831e-16   -2.4126694526e-18    9.2731660018e-17    2.8384346501e-20   -1.7371220058e-17   -5.0552521118e-17   -9.5683632054e-17   -4.5982641331e-17   -3.0115791637e-17    2.1486950301e-17   -1.0218364740e-17    7.2720695735e-17    6.1877875372e-18   -1.5497853189e-17    6.4716310022e-17   -7.9873551053e-17
   7.5000000   -5.1517588899e-18    7.2720695735e-17    6.7199940340e-17    3.8318867776e-18    2.0045025499e-16   -1.2313129512e-16   -4.8395310784e-17   -2.8739150832e-17   -1.0143146222e-16   -2.7972773476e-17    6.6149719520e-17   -1.0459631686e-17   -2.3417085863e-17   -1.5506368493e-16    1.9116857368e-17    1.3525141108e-17   -4.7529588215e-17   -1.4476016715e-18   -2.2324288523e-17   -1.5072087992e-17   -1.1956905963e-16   -3.1946581987e-17   -5.5051440038e-17    4.7543780389e-18    2.4878879708e-17   -2.4694381456e-17   -8.1732725749e-17   -1.0981903661e-16    4.0859266788e-17   -8.9126848012e-18   -5.4398600069e-17   -5.2283966254e-17   -4.4421502274e-18   -1.8129082110e-16   -2.2920359799e-16   -1.3141952430e-17   -1.4703091487e-17    2.5446566638e-17   -4.2221715420e-17    1.9400700833e-17   -1.3753635097e-16    3.1620162002e-17    2.1004416411e-17    1.3042607217e-17    5.3802528792e-17    1.3908329785e-17   -9.0702179243e-17   -3.5750084418e-17   -6.0118045889e-17    7.0960866252e-20    4.4464078793e-17    2.7178011774e-17   -7.2805848774e-18   -1.6037155773e-18   -9.6648699835e-18    7.7829878105e-17   -1.0421312818e-16   -2.0280615575e-17    3.0726055087e-17    4.8821075981e-18   -7.5729436464e-17   -9.6989311993e-17    8.2101722253e-17    3.7552490420e-17
   8.7500000    1.7165433546e-17    5.9841298510e-17    4.9672606376e-17   -2.1628872034e-17    5.1120208048e-17   -1.0082829486e-16   -9.8564643224e-18    5.4072180084e-17    5.8393696839e-17   -4.1398569371e-17   -5.8471753791e-18    7.5147557361e-18   -6.3346765303e-17   -5.5406244369e-17   -3.9830334227e-17    4.2576519751e-19   -5.9174266367e-17    1.4050251518e-18    2.0933455544e-18   -1.1878849011e-17   -7.3465784830e-17   -3.8467885595e-17   -1.1566621199e-17   -2.0018060370e-17    1.9798081684e-17   -6.4375697864e-17   -1.2645226366e-17    7.6637735552e-19    8.0540583196e-18    4.5982641331e-18   -3.2500076743e-17   -9.8280799759e-18    1.6760956609e-17   -6.2197199270e-17   -7.6162297748e-17   -1.9698736472e-17   -4.8672058162e-17   -1.6072636206e-17    1.2673610713e-17   -2.3679641068e-17   -2.4226039738e-17   -2.6205847907e-17   -4.2860363216e-18   -1.0927973403e-18    3.8035024311e-18   -3.4628902731e-18    5.7833105995e-18   -5.6286159111e-17   -6.7909549003e-18   -2.6468403112e-17   -8.7636669821e-18    1.3837368919e-17   -1.1098279482e-17    3.7417664775e-17   -4.3853815344e-17    1.6377767931e-17   -5.0673154590e-17    7.1670474914e-19   -1.1928521617e-17    1.6122308812e-17   -4.3917680123e-17   -3.7793757366e-17    3.0158368157e-18   -2.7369606113e-17
  10.0000000   -5.9961931983e-18    8.0682504928e-18   -3.6970611317e-18    9.1184713134e-18   -8.9055887146e-17    9.2689083498e-17   -6.3864779627e-19    2.4949840574e-17    8.5862648165e-19    5.4157333123e-17   -3.4039927541e-17   -3.8035024311e-17    1.0431247339e-17    5.8656252044e-17    1.5114664512e-17   -2.3225491524e-17    2.2955840232e-17    1.7378316145e-17   -3.0087407291e-18   -4.3626740572e-17    5.1304706300e-17   -1.3681255013e-17    1.3439988068e-17    5.9536166785e-18    2.2253327657e-17   -9.9841938816e-18    2.5886524009e-17    3.5175301401e-17   -2.3026801099e-17    2.5687833583e-18    5.9536166785e-18    2.5531719677e-17    1.9237490841e-17   -3.7396376515e-18    3.6324867434e-17    3.7779565192e-17    2.9647449920e-17    3.7673123893e-17    1.1261489474e-17   -2.2068829404e-18    4.8686250335e-17    2.9874524692e-18   -2.3935100187e-17    2.2012060711e-17   -2.1444373781e-17   -6.3155170964e-18    2.8668189966e-18    7.0322218456e-18   -1.1403411207e-17    6.4929192620e-18    6.0345120661e-17    2.6482595285e-17   -2.4438922337e-17    1.2460728114e-17    3.2961322374e-17    1.7896330469e-17    1.4653418881e-17    1.4816628873e-17   -2.2693285027e-17   -2.0493498174e-17    1.6044251860e-17    1.4263134117e-17   -1.6150693159e-17    6.8548196799e-18
  11.2500000   -5.7038344293e-17   -1.0732121412e-16   -1.5079184079e-16    3.8631095587e-17   -1.7412377361e-16    1.7541526137e-16    8.1008924913e-17   -4.4279580541e-17   -5.8060180767e-17    1.5202655986e-16    6.8690118532e-18   -1.3408765287e-16    1.7186721806e-17    1.0940746359e-16    3.4387635786e-17   -5.8216294673e-17    8.2697793530e-17    9.1880129623e-17    8.9226193225e-17   -1.2063347263e-18    2.1137822839e-16    4.6550328261e-18    4.2789402350e-17    6.3808010934e-17   -6.3453206602e-17    5.0084179401e-17    6.0926999764e-17    1.7826788820e-16   -4.8012122106e-17   -6.6547100371e-17    8.0852811007e-17    6.8619157665e-17    1.4189334816e-16    1.5632678835e-16    1.4568265841e-16   -2.2111405924e-17    8.5053694289e-17    3.0456403795e-17   -2.8384346501e-20    7.3061307893e-17    1.1194786260e-16   -4.3995737076e-19   -1.0417055166e-17    1.0387251602e-16   -5.8883326816e-17    5.6016507819e-17    7.2153008805e-17    1.4972742779e-17   -2.2664900681e-17    4.0532846803e-17    2.8384346501e-17    8.8686890642e-17   -2.5077570133e-17    6.1111498016e-17    2.1132145970e-17    5.4469560935e-17    5.9876778943e-17    4.6223908276e-17    1.8109213067e-17    3.3309030619e-17   -2.1373412915e-17   -6.2445562302e-17   -4.0802498095e-17    5.6073276512e-17
  12.5000000   -1.0470985424e-16   -1.6667288265e-16   -1.3022738175e-16    8.3790590870e-17   -2.0456598523e-16    1.8955066593e-16    5.5548166102e-17    3.6984803490e-17    8.6685794213e-17    8.7594093301e-17   -1.7530172399e-16   -1.7283228584e-16    5.7449917317e-17    1.0277971868e-16    8.3421594366e-17    5.8528522484e-17   -7.5388824306e-17    9.0971830535e-17   -4.2718441484e-17    6.7923741176e-17    8.5805879472e-17    4.3711893611e-18   -1.1030157050e-16    1.0272294999e-16   -1.0945004011e-16   -8.4415046493e-17   -5.7279611238e-17   -8.7707630687e-18    1.0286487172e-16    3.4657287077e-17    7.3912838288e-17    9.1482748772e-17    7.8056952877e-18    1.8390218098e-16    8.4500199533e-17   -1.9301355620e-18    3.4061215801e-17    1.4757021746e-16    1.1339546427e-16    2.4183463219e-17    1.6672965135e-16    6.9087499383e-17    3.9369088597e-17    7.5871358196e-17   -7.8454333728e-17   -6.2445562302e-18    8.7934705459e-17    1.4813790439e-16    8.5607189046e-17    9.1908513969e-17    1.4853528524e-16    2.7050282215e-17    3.6700960025e-17   -1.5781696654e-17    1.3868591700e-16    6.0997960630e-17    4.9331994218e-17   -1.3948067870e-16    3.0286097716e-17   -9.9316828406e-17   -9.6478393756e-17    8.1576611843e-17   -1.2931908266e-16    1.1098279482e-17
