#       time        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral
#       r =            50.000000           55.555556           61.111111           66.666667           72.222222           77.777778           83.333333           88.888889           94.444444          100.000000          105.555556          111.111111          116.666667          122.222222          127.777778          133.333333          138.888889          144.444444          150.000000          155.555556          161.111111          166.666667          172.222222          177.777778          183.333333          188.888889          194.444444          200.000000          205.555556          211.111111          216.666667          222.222222          227.777778          233.333333          238.888889          244.444444          250.000000          255.555556          261.111111          266.666667          272.222222          277.777778          283.333333          288.888889          294.444444          300.000000          305.555556          311.111111          316.666667          322.222222          327.777778          333.333333          338.888889          344.444444          350.000000          355.555556          361.111111          366.666667          372.222222          377.777778          383.333333          388.888889          394.444444          400.000000
   1.2500000    2.8904205587e+00    2.8894573384e+00    2.8886150019e+00    2.8885676234e+00    2.8891238831e+00    2.8896813421e+00    2.8901647215e+00    2.8904375874e+00    2.8906614638e+00    2.8905369028e+00    2.8904128025e+00    2.8901888545e+00    2.8899699560e+00    2.8897709631e+00    2.8896365056e+00    2.8906265647e+00    2.8917819892e+00    2.8925217815e+00    2.8937873890e+00    2.8946656668e+00    2.8951570935e+00    2.8963772890e+00    2.8969692345e+00    2.8973579986e+00    2.8980789074e+00    2.8983983039e+00    2.8984219670e+00    2.8985479287e+00    2.8987943116e+00    2.8987387680e+00    2.8986923906e+00    2.8986568349e+00    2.8986016939e+00    2.8985491664e+00    2.8984990822e+00    2.8984512771e+00    2.8984067313e+00    2.8983835530e+00    2.8995593540e+00    2.9005184348e+00    2.9022805308e+00    2.9031705846e+00    2.9043611264e+00    2.9046297610e+00    2.9071830002e+00    2.9076490822e+00    2.9082719627e+00    2.9096459147e+00    2.9104762457e+00    2.9107715057e+00    2.9109164671e+00    2.9135223696e+00    2.9145385280e+00    2.9146145801e+00    2.9154542040e+00    2.9156015283e+00    2.9162243334e+00    2.9172259215e+00    2.9173778548e+00    2.9179832979e+00    2.9181422958e+00    2.9181087518e+00    2.9181602371e+00    2.9184666028e+00
   2.5000000    1.1600633114e+00    1.1567991469e+00    1.1540434420e+00    1.1528279313e+00    1.1528381001e+00    1.1527678345e+00    1.1527971344e+00    1.1528132070e+00    1.1524493653e+00    1.1518371533e+00    1.1511456339e+00    1.1503741204e+00    1.1496570650e+00    1.1490046073e+00    1.1486493670e+00    1.1500219876e+00    1.1515410705e+00    1.1528325973e+00    1.1542839848e+00    1.1554398144e+00    1.1560516820e+00    1.1577277093e+00    1.1588423456e+00    1.1592644366e+00    1.1601226878e+00    1.1605312355e+00    1.1605066946e+00    1.1606253806e+00    1.1608171719e+00    1.1606514148e+00    1.1604880207e+00    1.1603156320e+00    1.1601329140e+00    1.1599589934e+00    1.1597931650e+00    1.1596347965e+00    1.1594854841e+00    1.1595061000e+00    1.1612317733e+00    1.1630148587e+00    1.1654407704e+00    1.1670103780e+00    1.1686469735e+00    1.1696829338e+00    1.1730726865e+00    1.1739658746e+00    1.1749989477e+00    1.1770168132e+00    1.1782902907e+00    1.1787961862e+00    1.1792653427e+00    1.1829264959e+00    1.1847238461e+00    1.1850359995e+00    1.1860979498e+00    1.1864373770e+00    1.1876062584e+00    1.1889136939e+00    1.1892584547e+00    1.1900855801e+00    1.1903329591e+00    1.1902886875e+00    1.1903479790e+00    1.1908177776e+00
   3.7500000   -1.0021132593e+00   -1.0071236294e+00   -1.0112773701e+00   -1.0136489545e+00   -1.0147175397e+00   -1.0156563343e+00   -1.0163215002e+00   -1.0168996433e+00   -1.0179243860e+00   -1.0189897457e+00   -1.0201640682e+00   -1.0213387557e+00   -1.0224274876e+00   -1.0234194019e+00   -1.0238684021e+00   -1.0229282390e+00   -1.0217192017e+00   -1.0204218868e+00   -1.0193803004e+00   -1.0184932119e+00   -1.0178854844e+00   -1.0166094052e+00   -1.0155187245e+00   -1.0150609688e+00   -1.0145800622e+00   -1.0143271316e+00   -1.0143983747e+00   -1.0143599765e+00   -1.0144172141e+00   -1.0146331801e+00   -1.0149045789e+00   -1.0151835192e+00   -1.0154613643e+00   -1.0157266161e+00   -1.0159795157e+00   -1.0162209752e+00   -1.0164592877e+00   -1.0162910929e+00   -1.0148367713e+00   -1.0127748811e+00   -1.0108194395e+00   -1.0090498464e+00   -1.0078024515e+00   -1.0059919016e+00   -1.0035224984e+00   -1.0023846212e+00   -1.0012307352e+00   -9.9949885491e-01   -9.9832993823e-01   -9.9781985820e-01   -9.9676247902e-01   -9.9392254733e-01   -9.9213564500e-01   -9.9143381025e-01   -9.9074953586e-01   -9.9022936089e-01   -9.8894465422e-01   -9.8799875810e-01   -9.8745240548e-01   -9.8685123307e-01   -9.8663197007e-01   -9.8663198287e-01   -9.8655071671e-01   -9.8611464828e-01
   5.0000000   -2.7913081485e+00   -2.7955926486e+00   -2.7989986876e+00   -2.8013254989e+00   -2.8026986985e+00   -2.8037676080e+00   -2.8047888367e+00   -2.8055777981e+00   -2.8065601207e+00   -2.8075644434e+00   -2.8086246009e+00   -2.8095980408e+00   -2.8105234124e+00   -2.8113720243e+00   -2.8116242301e+00   -2.8114300269e+00   -2.8109394866e+00   -2.8101044041e+00   -2.8096438348e+00   -2.8092813895e+00   -2.8086008281e+00   -2.8083523345e+00   -2.8078558664e+00   -2.8073172449e+00   -2.8072628467e+00   -2.8072825923e+00   -2.8072735181e+00   -2.8073307614e+00   -2.8075834605e+00   -2.8077151047e+00   -2.8079620449e+00   -2.8082068448e+00   -2.8084407286e+00   -2.8086663645e+00   -2.8088814162e+00   -2.8090856355e+00   -2.8092977861e+00   -2.8089459745e+00   -2.8083233653e+00   -2.8068372418e+00   -2.8059660020e+00   -2.8046955850e+00   -2.8042100876e+00   -2.8024005720e+00   -2.8017503789e+00   -2.8007476923e+00   -2.7998146038e+00   -2.7990675023e+00   -2.7984389918e+00   -2.7980837310e+00   -2.7966355005e+00   -2.7957990044e+00   -2.7948547312e+00   -2.7939280595e+00   -2.7938292094e+00   -2.7932239740e+00   -2.7924461677e+00   -2.7921685783e+00   -2.7915875930e+00   -2.7914540998e+00   -2.7913540856e+00   -2.7912734804e+00   -2.7911274359e+00   -2.7909128277e+00
   6.2500000   -3.5415226187e+00   -3.5418484700e+00   -3.5418514170e+00   -3.5420505551e+00   -3.5424324950e+00   -3.5424798877e+00   -3.5426304288e+00   -3.5428910570e+00   -3.5428124993e+00   -3.5428941588e+00   -3.5429908432e+00   -3.5430234193e+00   -3.5430834911e+00   -3.5431250716e+00   -3.5427909843e+00   -3.5430845628e+00   -3.5431830932e+00   -3.5431124875e+00   -3.5431530922e+00   -3.5432397461e+00   -3.5426743794e+00   -3.5431769603e+00   -3.5433708136e+00   -3.5429269953e+00   -3.5431133220e+00   -3.5432257587e+00   -3.5430131069e+00   -3.5430750296e+00   -3.5432540240e+00   -3.5431825747e+00   -3.5431931250e+00   -3.5432187164e+00   -3.5432300567e+00   -3.5432451548e+00   -3.5432595128e+00   -3.5432710879e+00   -3.5432719576e+00   -3.5428372337e+00   -3.5430990665e+00   -3.5429241270e+00   -3.5431800495e+00   -3.5430151520e+00   -3.5431184918e+00   -3.5423622851e+00   -3.5434197442e+00   -3.5429764772e+00   -3.5425803397e+00   -3.5430222237e+00   -3.5431354283e+00   -3.5428790245e+00   -3.5418128268e+00   -3.5430390815e+00   -3.5432993414e+00   -3.5426270662e+00   -3.5428949099e+00   -3.5424279057e+00   -3.5425503325e+00   -3.5428669506e+00   -3.5425627123e+00   -3.5428382157e+00   -3.5428697050e+00   -3.5427117091e+00   -3.5425105650e+00   -3.5425898778e+00
   7.5000000   -2.9735455922e+00   -2.9676873512e+00   -2.9626118762e+00   -2.9592261415e+00   -2.9572907480e+00   -2.9552560879e+00   -2.9535567753e+00   -2.9522950032e+00   -2.9506333497e+00   -2.9491305957e+00   -2.9476574002e+00   -2.9462636693e+00   -2.9449826167e+00   -2.9437279225e+00   -2.9426279169e+00   -2.9429380503e+00   -2.9432024913e+00   -2.9436960469e+00   -2.9440145444e+00   -2.9441986072e+00   -2.9440441571e+00   -2.9446349645e+00   -2.9450813074e+00   -2.9449168817e+00   -2.9451100795e+00   -2.9450168179e+00   -2.9446159374e+00   -2.9444895128e+00   -2.9443201966e+00   -2.9439945390e+00   -2.9436212672e+00   -2.9432960629e+00   -2.9429690261e+00   -2.9426591943e+00   -2.9423640922e+00   -2.9420839283e+00   -2.9417276296e+00   -2.9414094707e+00   -2.9422170713e+00   -2.9434874885e+00   -2.9445782968e+00   -2.9456369474e+00   -2.9459952221e+00   -2.9468287192e+00   -2.9488179664e+00   -2.9491613342e+00   -2.9494744606e+00   -2.9507724767e+00   -2.9515535760e+00   -2.9512800588e+00   -2.9513869706e+00   -2.9538203642e+00   -2.9550654517e+00   -2.9551056685e+00   -2.9553638458e+00   -2.9553202997e+00   -2.9562362172e+00   -2.9568688664e+00   -2.9570701930e+00   -2.9575067512e+00   -2.9576047977e+00   -2.9574071754e+00   -2.9572440999e+00   -2.9575308161e+00
   8.7500000   -1.2987178436e+00   -1.2871477819e+00   -1.2775544250e+00   -1.2707049588e+00   -1.2659273258e+00   -1.2618284207e+00   -1.2582202945e+00   -1.2550853634e+00   -1.2520553107e+00   -1.2490037846e+00   -1.2460635547e+00   -1.2433562962e+00   -1.2408482910e+00   -1.2384165296e+00   -1.2368001355e+00   -1.2366895478e+00   -1.2368203149e+00   -1.2372320178e+00   -1.2375609877e+00   -1.2374355221e+00   -1.2377325764e+00   -1.2380364771e+00   -1.2382860282e+00   -1.2383846460e+00   -1.2383123650e+00   -1.2378914395e+00   -1.2374121519e+00   -1.2369668190e+00   -1.2363899785e+00   -1.2358323129e+00   -1.2351254123e+00   -1.2344636909e+00   -1.2338294864e+00   -1.2332211515e+00   -1.2326414164e+00   -1.2320978756e+00   -1.2314134728e+00   -1.2313683722e+00   -1.2323015871e+00   -1.2343980576e+00   -1.2359188086e+00   -1.2376714521e+00   -1.2381823563e+00   -1.2402251083e+00   -1.2421889365e+00   -1.2432183747e+00   -1.2441724417e+00   -1.2456600186e+00   -1.2467375551e+00   -1.2465739483e+00   -1.2479857836e+00   -1.2504014783e+00   -1.2520539135e+00   -1.2528765751e+00   -1.2529355492e+00   -1.2534517937e+00   -1.2546394506e+00   -1.2553115643e+00   -1.2559564954e+00   -1.2563052487e+00   -1.2563793669e+00   -1.2562091466e+00   -1.2561933898e+00   -1.2565117525e+00
  10.0000000    8.5955770939e-01    8.7331061248e-01    8.8431289329e-01    8.9266690723e-01    8.9900293695e-01    9.0397169826e-01    9.0832508108e-01    9.1244165630e-01    9.1600124283e-01    9.1971451525e-01    9.2317708504e-01    9.2636745517e-01    9.2930075558e-01    9.3207245675e-01    9.3369940163e-01    9.3440924655e-01    9.3445072896e-01    9.3449540949e-01    9.3437805527e-01    9.3478763610e-01    9.3440377116e-01    9.3448693291e-01    9.3451579417e-01    9.3427585728e-01    9.3473522686e-01    9.3532335974e-01    9.3575370454e-01    9.3643045033e-01    9.3720805860e-01    9.3787666726e-01    9.3866480017e-01    9.3946130244e-01    9.4020386906e-01    9.4091889323e-01    9.4160123993e-01    9.4224306395e-01    9.4299427466e-01    9.4277427876e-01    9.4199811571e-01    9.4011168467e-01    9.3859699427e-01    9.3705426202e-01    9.3627304025e-01    9.3406621012e-01    9.3287001746e-01    9.3154048043e-01    9.3027245581e-01    9.2924086374e-01    9.2841609944e-01    9.2810426384e-01    9.2607925559e-01    9.2469287094e-01    9.2327669596e-01    9.2207615040e-01    9.2207669725e-01    9.2118719800e-01    9.2032667847e-01    9.1979337054e-01    9.1904513651e-01    9.1890883190e-01    9.1891048651e-01    9.1896669098e-01    9.1880735078e-01    9.1860885825e-01
  11.2500000    2.6979012622e+00    2.7081953978e+00    2.7161189069e+00    2.7223750605e+00    2.7275204299e+00    2.7313786264e+00    2.7347366081e+00    2.7379457712e+00    2.7406565512e+00    2.7434152374e+00    2.7459523489e+00    2.7482974937e+00    2.7504473416e+00    2.7523522227e+00    2.7533560733e+00    2.7543797248e+00    2.7544613496e+00    2.7547435442e+00    2.7549338843e+00    2.7551402425e+00    2.7550124386e+00    2.7554079841e+00    2.7555685866e+00    2.7552985754e+00    2.7559015813e+00    2.7563155478e+00    2.7565733829e+00    2.7571661871e+00    2.7577802045e+00    2.7583152505e+00    2.7588423303e+00    2.7594342789e+00    2.7599792199e+00    2.7605020316e+00    2.7610011231e+00    2.7614926189e+00    2.7619129268e+00    2.7615766909e+00    2.7610959551e+00    2.7602727810e+00    2.7592239766e+00    2.7586068671e+00    2.7575593823e+00    2.7562572009e+00    2.7561300796e+00    2.7550121827e+00    2.7539187860e+00    2.7536816810e+00    2.7535107410e+00    2.7525195984e+00    2.7509506420e+00    2.7509940442e+00    2.7503197182e+00    2.7493597227e+00    2.7491282257e+00    2.7483122812e+00    2.7481187851e+00    2.7478283549e+00    2.7473725195e+00    2.7474348706e+00    2.7474887743e+00    2.7473641403e+00    2.7471108912e+00    2.7470923937e+00
  12.5000000    3.5320227477e+00    3.5333741240e+00    3.5339695886e+00    3.5347864057e+00    3.5358595172e+00    3.5363646389e+00    3.5369264857e+00    3.5373498363e+00    3.5377177614e+00    3.5379176377e+00    3.5381701639e+00    3.5384024671e+00    3.5386535090e+00    3.5386103851e+00    3.5383544074e+00    3.5389735944e+00    3.5389972781e+00    3.5390367689e+00    3.5393907925e+00    3.5389937064e+00    3.5390022816e+00    3.5393714424e+00    3.5394757315e+00    3.5392740172e+00    3.5395061956e+00    3.5394553954e+00    3.5394004739e+00    3.5395230383e+00    3.5396298863e+00    3.5397259226e+00    3.5397132642e+00    3.5397677872e+00    3.5398245477e+00    3.5398736560e+00    3.5399179936e+00    3.5400147484e+00    3.5397932645e+00    3.5394846835e+00    3.5393856985e+00    3.5398510444e+00    3.5396780180e+00    3.5400839284e+00    3.5391360426e+00    3.5392643084e+00    3.5400383343e+00    3.5395707414e+00    3.5391018042e+00    3.5396214768e+00    3.5400570504e+00    3.5387185957e+00    3.5383885899e+00    3.5395807168e+00    3.5398874103e+00    3.5396048833e+00    3.5390333182e+00    3.5387158268e+00    3.5391405767e+00    3.5391664563e+00    3.5392062178e+00    3.5393701678e+00    3.5393923690e+00    3.5390984783e+00    3.5388785140e+00    3.5390083324e+00
