#       time        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral
#       r =            50.000000           55.555556           61.111111           66.666667           72.222222           77.777778           83.333333           88.888889           94.444444          100.000000          105.555556          111.111111          116.666667          122.222222          127.777778          133.333333          138.888889          144.444444          150.000000          155.555556          161.111111          166.666667          172.222222          177.777778          183.333333          188.888889          194.444444          200.000000          205.555556          211.111111          216.666667          222.222222          227.777778          233.333333          238.888889          244.444444          250.000000          255.555556          261.111111          266.666667          272.222222          277.777778          283.333333          288.888889          294.444444          300.000000          305.555556          311.111111          316.666667          322.222222          327.777778          333.333333          338.888889          344.444444          350.000000          355.555556          361.111111          366.666667          372.222222          377.777778          383.333333          388.888889          394.444444          400.000000
   1.2500000    4.3344911688e-05    3.1117884303e-07    1.3264908685e-07    5.3552990992e-04    9.7639696365e-04    9.6041737991e-04    7.3054773404e-04    4.8443179243e-04    2.1970176868e-04    1.0657060450e-04    1.3597061311e-05   -1.6374530376e-08    2.6976166485e-09   -1.9397416904e-08    4.4393616334e-05    1.0305737867e-03    1.7139191106e-03    1.9455847045e-03    2.0910432400e-03    1.9290593406e-03    1.7370846421e-03    1.4675802467e-03    1.2528105286e-03    9.8145726369e-04    7.2200339608e-04    4.3351942652e-04    3.5002941226e-04    2.3066794439e-04    3.8014534391e-05    2.7711622097e-05    1.6828090540e-05    1.0029650639e-08    1.5788475126e-10    8.1556522404e-11    1.6095695612e-11    2.4196006605e-09    1.0753858773e-06    2.2214169453e-05    1.1531724388e-03    1.9971140625e-03    3.0098598855e-03    3.4053296823e-03    3.8173305561e-03    3.8744788993e-03    4.0909194112e-03    4.1980085194e-03    4.1467420325e-03    3.8606160343e-03    3.6482158316e-03    3.4788772217e-03    3.3593288361e-03    2.9294955119e-03    2.6040509988e-03    2.5632264129e-03    2.0734757143e-03    1.9749115265e-03    1.8001727276e-03    1.4691771692e-03    1.3013758553e-03    8.6972176881e-04    7.1162925057e-04    7.2012213852e-04    6.3464044257e-04    4.7221553610e-04
   2.5000000    6.8139787836e-05    1.3840186890e-06   -1.3929879351e-06    8.5416286052e-04    1.5871890619e-03    1.5573660591e-03    1.1922341344e-03    7.5448294524e-04    3.7351357139e-04    1.3703443697e-04    1.7272087913e-05    7.7626187210e-07    9.0331839987e-09    2.7193972485e-07    2.3074638861e-04    1.7579337500e-03    2.8123529189e-03    3.1906752383e-03    3.3760970514e-03    3.1334482435e-03    2.8247921029e-03    2.3815467615e-03    1.9482251645e-03    1.5776998235e-03    1.1518796995e-03    7.1647091964e-04    5.3854611772e-04    3.4322982482e-04    7.8664172309e-05    4.4175958434e-05    1.4603920745e-05   -7.0264924442e-08    7.4701978999e-10    2.8579903757e-10   -8.0295959819e-11   -7.7154200993e-08    1.5995177933e-06    1.5741876581e-04    1.9156344909e-03    3.3664830590e-03    4.8758676806e-03    5.5837275480e-03    6.1632504346e-03    6.3359533924e-03    6.6462533046e-03    6.8034741948e-03    6.7190153508e-03    6.2763528905e-03    5.9394267068e-03    5.6515323931e-03    5.4269579510e-03    4.7736481273e-03    4.2648095884e-03    4.0666093756e-03    3.4189506110e-03    3.1916442211e-03    2.8362174606e-03    2.3446088787e-03    2.0687734920e-03    1.4081684783e-03    1.1632541747e-03    1.1352600660e-03    1.0132281592e-03    7.4723361747e-04
   3.7500000    8.0257693460e-05    4.1640576687e-06    3.2991842665e-05    8.1966525751e-04    1.5669938720e-03    1.5487697254e-03    1.1791239249e-03    7.3775390893e-04    3.7899079983e-04    1.2674761802e-04    2.3421649291e-05    2.3773523743e-06    1.7254957573e-08    4.7441803120e-07    4.3576321491e-04    1.7810277461e-03    2.8071226872e-03    3.2262486701e-03    3.3603372477e-03    3.1583516931e-03    2.8363592896e-03    2.4056617384e-03    1.9266457237e-03    1.5426739897e-03    1.1211466108e-03    7.4624245949e-04    5.1678225884e-04    2.9410548997e-04    1.0972005519e-04    3.9398889904e-05    1.0886429421e-05    5.3668920989e-07    9.0952509190e-09    5.3493643147e-10    8.8267349547e-09   -5.5279801923e-08   -7.3285511218e-06    3.6523965700e-04    1.9535092207e-03    3.5285141927e-03    4.8689877187e-03    5.6771993606e-03    6.1592537740e-03    6.4297747857e-03    6.6943398698e-03    6.8278151837e-03    6.7158915335e-03    6.3186833737e-03    5.9892414640e-03    5.6951652360e-03    5.3950468419e-03    4.8026135726e-03    4.3544127770e-03    3.9676720649e-03    3.5019720841e-03    3.1980006038e-03    2.7465097788e-03    2.3259593696e-03    1.9730662636e-03    1.4245868508e-03    1.1958304365e-03    1.0999650472e-03    9.7707962221e-04    7.1137104465e-04
   5.0000000    7.2261814206e-05    1.0296744132e-05    1.5573739120e-04    5.0106022413e-04    8.9883003328e-04    9.1351230665e-04    7.3808715024e-04    4.3147834437e-04    2.2686650046e-04    8.6536237883e-05    3.4542354886e-05    1.7673352550e-06    6.9399869974e-09   -5.7104975364e-06    4.8086251012e-04    1.0697544062e-03    1.6891243064e-03    2.0269057273e-03    2.0436189472e-03    1.9775005327e-03    1.7429038457e-03    1.5214895282e-03    1.2352685303e-03    9.1893789451e-04    6.2122700621e-04    4.9058846410e-04    2.9293742326e-04    1.2618498476e-04    1.0721401710e-04    1.5579986877e-05    5.5876608167e-06    2.2209937899e-06   -3.1871306289e-08   -3.6382238170e-10    8.1476556878e-09    9.8842903385e-07   -1.4123574929e-05    5.0286459235e-04    1.2496150049e-03    2.3359339310e-03    3.0076243025e-03    3.6061630313e-03    3.8336941173e-03    4.0899355693e-03    4.2120351446e-03    4.2652963248e-03    4.1494142553e-03    3.9732599310e-03    3.7673099298e-03    3.5891402333e-03    3.2886298280e-03    3.0071214341e-03    2.7954351446e-03    2.3758800234e-03    2.2563533460e-03    1.9798127490e-03    1.6198910355e-03    1.4333871445e-03    1.0806507756e-03    9.1306185628e-04    7.8631939973e-04    6.4978451328e-04    5.4153553272e-04    3.8739693107e-04
   6.2500000    3.8008299705e-05    1.2465514700e-05    2.2339569273e-04    1.9168080404e-05   -1.4019846479e-04   -6.6004620424e-05   -3.8347996667e-06    6.8191927045e-06   -3.6239709961e-06    1.5193388061e-05    2.3154443192e-05    1.5407992896e-06   -8.1280784454e-08    1.3402752127e-05    3.1764762672e-04   -3.5602537815e-05   -7.1413644568e-05    4.3991470996e-05   -4.4075781754e-05    4.1123255609e-05   -4.8270847995e-06    2.7502743718e-05    7.2764287166e-05   -2.4471439052e-05   -7.4034125991e-05    3.4721019457e-05   -4.1405458981e-05   -5.4464325542e-05    5.3171922370e-05   -2.6816563328e-06   -2.9063893638e-06    3.2493494586e-06   -6.8425901494e-08   -9.7709016408e-10   -9.6231945352e-08    1.8167616508e-06    1.3335158939e-05    4.3822604103e-04    1.1110426106e-04    2.0015461663e-04    2.6867297267e-05    1.3372104908e-04    8.1567767097e-05    1.8767802234e-04    1.3592444892e-04    8.3828461382e-05    1.7224309768e-05    1.2754378259e-04    1.2134943197e-04    1.1596540090e-04   -5.5808851433e-05    8.4078755621e-05    1.3933740674e-04   -5.7354780748e-05    1.3129009977e-04   -7.3752101602e-06   -8.5523752345e-05   -1.5767535915e-05   -1.9451127122e-04    5.6391839655e-05    7.2537191530e-05   -3.5241227080e-05   -1.0516264185e-04   -8.9574380375e-05
   7.5000000   -1.2779055642e-05    1.0480231570e-05    1.7190774099e-04   -4.6393865914e-04   -1.1127088268e-03   -1.0096476491e-03   -7.5690728240e-04   -4.2853191700e-04   -2.0349042564e-04   -5.8294053491e-05   -1.1095213279e-06    5.8759870347e-06    7.0873553177e-07    9.4043552628e-05    1.8103701564e-05   -1.0788667143e-03   -1.7830215977e-03   -1.9688854982e-03   -2.0834755833e-03   -1.9104890453e-03   -1.7073428099e-03   -1.4704170474e-03   -1.1686350543e-03   -9.6247307273e-04   -6.7253316950e-04   -4.4480513881e-04   -3.4884559665e-04   -1.8686917948e-04   -4.3929622573e-05   -5.9825684804e-06   -1.0591209091e-05    1.6884333132e-06    1.4589979179e-07    1.0011401322e-08   -1.5208876196e-07   -1.7814760984e-06    8.1061498438e-05    1.3775296285e-04   -1.0221419501e-03   -2.0571272307e-03   -2.9395672346e-03   -3.4157060273e-03   -3.6870695443e-03   -3.8004775191e-03   -3.9929712421e-03   -4.1357885001e-03   -4.0997985244e-03   -3.7739554070e-03   -3.5604896954e-03   -3.4216800721e-03   -3.3393732478e-03   -2.8631244986e-03   -2.6035564442e-03   -2.4154966349e-03   -2.0746462156e-03   -1.9923843960e-03   -1.7246105294e-03   -1.4834167202e-03   -1.3197477405e-03   -8.3187222109e-04   -6.8252225259e-04   -7.0026733083e-04   -6.9172064326e-04   -5.2491963333e-04
   8.7500000   -6.8039969170e-05    6.7834181938e-06   -1.6573556083e-05   -7.9787967172e-04   -1.6290660529e-03   -1.5578724774e-03   -1.2207742929e-03   -7.3420902918e-04   -3.3275605385e-04   -1.1357834469e-04   -2.3121000385e-05    7.4108328720e-06    6.5467019639e-07    1.5691072029e-04   -3.4471921034e-04   -1.6954595868e-03   -2.8021825864e-03   -3.2471487055e-03   -3.3182484825e-03   -3.1614316838e-03   -2.7619102483e-03   -2.3736536283e-03   -1.9819515478e-03   -1.5441634856e-03   -1.0222282082e-03   -7.5987924247e-04   -5.0935670607e-04   -2.5500454186e-04   -1.3440773275e-04   -1.1059616399e-05   -1.0365688914e-05   -2.0450330658e-06    5.4177057758e-07    1.1322385199e-08    3.7901921056e-07   -8.6844684836e-06    1.3977474559e-04   -2.9989717459e-04   -1.7667456725e-03   -3.5394721851e-03   -4.7886984199e-03   -5.6699793801e-03   -6.0666000062e-03   -6.3614374062e-03   -6.6149024403e-03   -6.7896331253e-03   -6.6432899963e-03   -6.2622985019e-03   -5.8942161819e-03   -5.6778028386e-03   -5.3160169443e-03   -4.7421612903e-03   -4.3597090521e-03   -3.8484962711e-03   -3.5168543183e-03   -3.1976363733e-03   -2.7017614008e-03   -2.3871610716e-03   -1.8865430494e-03   -1.4199132497e-03   -1.1905872983e-03   -1.0992146194e-03   -9.8722095509e-04   -7.3809103362e-04
  10.0000000   -1.0909770307e-04    5.7893862380e-05   -2.3955669102e-04   -8.5555237526e-04   -1.4672163887e-03   -1.5193488533e-03   -1.1817034520e-03   -7.4617617327e-04   -3.5173269718e-04   -1.3908474151e-04   -3.7841320039e-05   -6.2051314118e-07   -4.0757927488e-06    8.6862110953e-05   -6.4342877937e-04   -1.6759872406e-03   -2.7416687869e-03   -3.2879266393e-03   -3.2976211434e-03   -3.2140652065e-03   -2.8124851424e-03   -2.3865558893e-03   -2.0164489181e-03   -1.5101816766e-03   -1.0319106749e-03   -7.8233769571e-04   -4.6334707502e-04   -2.4315703624e-04   -1.6002556587e-04   -2.8590700303e-05   -1.8818559094e-06   -4.9398534124e-06    5.7638187336e-07   -5.9891089519e-08    1.2124652992e-06   -6.6185073135e-06    1.1708764034e-04   -6.7718316670e-04   -1.8936837560e-03   -3.6480686238e-03   -4.8376513615e-03   -5.7514541671e-03   -6.1670212700e-03   -6.5212476764e-03   -6.7412258696e-03   -6.8611776032e-03   -6.6643679073e-03   -6.3881205671e-03   -6.0178087118e-03   -5.7758732426e-03   -5.2651465209e-03   -4.8538249179e-03   -4.4384606867e-03   -3.8585149593e-03   -3.6273858401e-03   -3.1628365976e-03   -2.6745384053e-03   -2.3464790942e-03   -1.7397471239e-03   -1.4813888273e-03   -1.2545340446e-03   -1.0801755887e-03   -8.8933562675e-04   -6.4280153641e-04
  11.2500000   -1.1712757944e-04    6.6091632539e-05   -3.7366672193e-04   -5.7733606474e-04   -6.9678896230e-04   -9.0566938845e-04   -6.9930100053e-04   -4.6416559146e-04   -2.5386859653e-04   -1.1431062838e-04   -4.4211006460e-05   -9.7400155709e-06    4.3841818870e-06   -8.8228430367e-05   -7.0507164902e-04   -1.0288242998e-03   -1.6207960537e-03   -2.0474494774e-03   -2.0304954029e-03   -2.0015318468e-03   -1.8039543898e-03   -1.5356915152e-03   -1.2768732389e-03   -8.8379634273e-04   -6.7769403074e-04   -4.9213515832e-04   -2.4804976949e-04   -1.5007420095e-04   -1.0787671141e-04   -4.6732630132e-05    5.3572308375e-06   -3.9242707219e-06   -6.2608752814e-08   -1.2329726160e-07    3.3027865199e-07    1.5242539782e-05   -1.6097288394e-05   -7.9806573912e-04   -1.3662367367e-03   -2.3338971793e-03   -3.0637572355e-03   -3.6267347415e-03   -3.9449927831e-03   -4.2129658786e-03   -4.3237821500e-03   -4.3179817127e-03   -4.1726802451e-03   -4.0903204615e-03   -3.8926380489e-03   -3.6621181560e-03   -3.2443462372e-03   -3.1385877485e-03   -2.8155281566e-03   -2.4583780984e-03   -2.3410336857e-03   -1.9248022864e-03   -1.6578780098e-03   -1.3707619214e-03   -9.8132568923e-04   -9.8387669987e-04   -8.4484811135e-04   -6.4733593256e-04   -4.5005832097e-04   -2.9032283886e-04
  12.5000000   -8.1445476967e-05   -2.3362989454e-05   -3.4211278736e-04   -6.7440566907e-05    3.1234717842e-04    8.2806101646e-05    2.9227169980e-05   -2.6817948679e-05   -7.3938021729e-05   -4.9333876271e-05   -3.4223401260e-05   -1.1345079897e-05    4.3316178208e-05   -2.4057597219e-04   -4.6634531572e-04   -8.8019412125e-06    1.2249588089e-04   -2.1790218079e-06   -1.1438183766e-05   -1.2358898074e-05   -8.1345299646e-05   -1.0444084267e-04   -5.4656685870e-05    4.5541791451e-05   -6.2815408148e-05   -7.2730072944e-07    3.6640399446e-05   -2.4020142206e-06   -1.5009801321e-05   -4.3373626572e-05    2.0610381775e-06    6.5411726024e-07   -9.0897987680e-07    1.2144315755e-07   -3.3324275880e-06    4.5296486016e-05   -2.0417257777e-04   -5.8138153353e-04   -3.4985097520e-04   -1.1874799541e-04   -1.2080501603e-04   -1.1802676882e-04   -2.2918619571e-04   -3.0404382126e-04   -2.6962561099e-04   -1.3140934886e-04   -1.1898102373e-04   -2.3600697963e-04   -3.0385153561e-04   -1.4334336459e-04   -3.9394505762e-05   -2.1613667840e-04   -1.3140253459e-04   -1.5825942724e-04   -1.3686976110e-04    2.0070947613e-05   -1.5549976164e-05    1.3299025698e-04    9.8509358386e-05   -1.0702291375e-04   -1.0931975490e-04    3.3988431409e-05    1.5305349501e-04    1.5832521187e-04
