#       time        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral        phi integral
#       r =            50.000000           55.555556           61.111111           66.666667           72.222222           77.777778           83.333333           88.888889           94.444444          100.000000          105.555556          111.111111          116.666667          122.222222          127.777778          133.333333          138.888889          144.444444          150.000000          155.555556          161.111111          166.666667          172.222222          177.777778          183.333333          188.888889          194.444444          200.000000          205.555556          211.111111          216.666667          222.222222          227.777778          233.333333          238.888889          244.444444          250.000000          255.555556          261.111111          266.666667          272.222222          277.777778          283.333333          288.888889          294.444444          300.000000          305.555556          311.111111          316.666667          322.222222          327.777778          333.333333          338.888889          344.444444          350.000000          355.555556          361.111111          366.666667          372.222222          377.777778          383.333333          388.888889          394.444444          400.000000
   1.2500000   -3.2495431197e-17    9.0232987762e-17    6.6294547426e-17    2.3102676906e-17    2.0664536210e-17   -3.1025865613e-17    8.0848442652e-17    3.2591376491e-18   -2.7032114085e-18    1.4335765058e-17   -4.7587777512e-17    3.9689401720e-17    4.6165005214e-17   -6.4530626778e-18   -7.1405740296e-18    1.6857975150e-17   -8.9262021879e-17   -7.8562995153e-17   -9.3671150010e-18    8.8431870697e-17   -5.4453906580e-17   -2.5705294010e-17   -1.0654299378e-18   -6.2060318946e-18    2.2919201661e-17    8.9640855195e-17   -7.9377558679e-17    4.9948294366e-17    4.1767789361e-18    5.2865383662e-17   -4.3071534161e-17   -3.4553209697e-17    2.8710153201e-17   -3.3054552929e-17   -2.8708959547e-17   -3.5990946837e-17   -4.0927039093e-17    3.7848811806e-17   -2.6054072038e-18    7.3649710510e-17    2.0225482308e-17   -3.3502358267e-17   -3.7994784857e-17    4.0699531210e-17   -4.8461257960e-17   -2.4141958215e-17    1.1521484129e-17   -3.0225681364e-17    1.0816727173e-17   -5.3314799305e-18    5.5797681208e-17   -5.3558168570e-17    6.8595818193e-17   -8.4155637405e-18   -3.9817020402e-17   -8.9725649619e-19   -3.7018946478e-18    1.3915873709e-17   -2.6645635498e-17   -2.3595692077e-18    4.5669484064e-17   -2.7713753321e-17   -5.3733028375e-17   -7.1214755777e-19
   2.5000000   -2.9375911132e-17    3.4365402478e-17    3.1361972120e-17    6.6811162802e-18    1.3952138505e-17   -3.7804657897e-17    3.1798230292e-17    2.9736041859e-18    1.8629865036e-18    1.2423625248e-17   -6.8686012642e-18    1.3947477800e-17    2.6077704294e-17    8.6337424175e-19    1.2039153696e-18    1.5645126438e-17   -5.2685556509e-17   -2.0073827277e-17   -1.2934118603e-17    3.9770395597e-17   -3.3333673321e-17   -2.6086373872e-17    1.4166338194e-18   -1.1389505320e-17    1.4649348939e-17    3.8442416517e-17   -2.2653681813e-17    2.6930242104e-17   -5.0969959328e-18    2.6680197303e-17   -2.3925319680e-18   -1.2400159307e-17    9.0817967939e-18   -3.9545378534e-17   -1.4278940061e-17   -4.8078074479e-18   -6.2319665667e-18    1.2555300446e-17    1.0975340561e-17    2.8672441814e-17   -6.1200477156e-18   -1.1388355844e-17   -1.8265511478e-17    5.9879809852e-18   -1.7261419985e-17    1.7666731527e-17    3.8365626413e-18   -1.1626651216e-17    3.9850278111e-18    3.7129723216e-18    2.8712424000e-17   -2.5303462513e-17    4.6930899651e-17   -1.2647542209e-17   -1.9571796906e-17   -3.0089711440e-18   -1.4934533748e-18    1.2461750255e-17   -1.4105288634e-17   -1.2828116911e-18    2.8897582747e-17   -9.7795416866e-18   -1.7170125435e-17    1.5729889678e-18
   3.7500000    9.7100300089e-18   -3.1913918939e-17   -3.3357538590e-17   -1.0881972276e-17   -1.0992117106e-17    1.9969755960e-17   -2.8349985226e-17    3.2960109664e-18    2.2516007598e-18   -8.7696248537e-18    9.4802885740e-18   -1.6164078880e-17   -1.6036331996e-17   -4.6591980523e-18    6.9126274056e-18   -2.9421217982e-18    3.7555900301e-17    1.3158162466e-17    1.5167057054e-17   -2.6628876711e-17    2.7887132321e-17    1.7349111920e-17   -2.9793420372e-18    7.8416976193e-18   -7.1202962171e-18   -3.1529393681e-17    1.2802106012e-17   -2.4665280744e-17    1.0514149069e-18   -2.5912271144e-17    6.3178195132e-18    1.5320467915e-17   -2.3214403023e-18    1.8890010412e-17    2.4258339839e-17    3.0471671816e-18   -3.2600809643e-19   -1.1194989649e-17   -2.9100806975e-18   -2.3635183115e-17   -4.2077216678e-18    1.2569522071e-17    1.4779590974e-17   -4.9548056716e-18    1.3005246217e-17   -4.1923791524e-18   -1.4851443182e-17    1.9098872011e-18    3.4005522089e-18   -1.3782892248e-18   -3.5769858522e-17    3.0927250192e-17   -2.4704721542e-17    6.2099961574e-18    1.4322365910e-17    3.9594599839e-18    1.1557237421e-17   -1.1927525029e-17    1.1604647890e-17    1.0191957977e-18   -7.3153350858e-18    9.0266449033e-18    6.1342351246e-18    7.8204544029e-18
   5.0000000    3.0103943459e-17   -6.4045308852e-17   -1.0592149111e-16   -1.3007611868e-17   -3.0817931738e-17    7.0064427469e-17   -9.8097175524e-17    7.6345723618e-18    1.5688195838e-17   -6.4034232477e-17    3.2899014194e-17   -3.0753717005e-17   -5.5526054932e-17    1.0120687870e-17   -9.8729268622e-18   -2.7151100005e-17    1.4131255963e-16    4.2195907216e-17    1.2699260398e-17   -8.5068938056e-17    4.2230562140e-17   -1.2101582280e-18   -2.3336205894e-17   -6.4267442696e-18   -1.9762668816e-17   -1.1473586237e-16    4.8579608073e-17   -5.5860456281e-17    8.8642430956e-18   -7.5754358523e-17    5.4533139861e-18    2.5376040615e-17    1.1281994670e-17    6.5227624988e-17    4.0687676102e-17    1.4394141458e-18    1.2949621803e-17   -2.1806867561e-17   -1.5140040471e-17   -6.5120381568e-17   -5.5861297382e-17   -4.0364449876e-18    3.9542194303e-17   -2.8401605098e-17    2.5149271619e-17    1.9623308501e-17   -1.2150334093e-17    2.5032911217e-17    2.3179699590e-17   -8.2812136502e-18   -8.4390932619e-17    6.3039015857e-17   -7.9181315329e-17    2.4498852739e-17    4.0113087119e-17   -4.8320625165e-18    1.3919542157e-17   -8.3217121045e-18    6.3487965473e-17    5.4091306255e-18   -2.0300743964e-17    1.0931556961e-17    2.6222209965e-17    3.9121577927e-18
   6.2500000    6.5438924134e-17   -1.0815600652e-16   -1.2686969407e-16    1.2183665431e-19   -6.0606412915e-17    1.0336063541e-16   -1.3470150248e-16    5.6815140665e-17    8.6674115815e-18   -5.1827060393e-17    5.1876856003e-17   -4.6726336676e-17   -9.4635691128e-17   -3.4159168129e-17   -2.4544360552e-18   -3.5817942478e-17    1.2733385281e-16    8.6475637614e-17    3.1861495646e-17   -1.1863951993e-16    9.0948469407e-17    5.0863853256e-17   -5.2348411402e-17   -1.9731703996e-17   -3.6895925698e-18   -1.2618134422e-16    8.8857928678e-17   -7.8366898195e-17    6.0459749486e-19   -6.8897591577e-17    2.7852623355e-17    4.8112563955e-17    3.2200496632e-17    4.4403976880e-17    4.5644955269e-17   -3.5024523420e-18    1.5667906332e-17   -3.7995699587e-17   -4.1233521257e-18   -7.9961988805e-17   -2.0834989546e-17    2.6120812673e-17    4.0183096008e-17   -5.6151267632e-18    1.8496245170e-17   -3.4199004791e-17   -2.7256054002e-17    2.3804014885e-17    9.3383980254e-18   -1.1897931004e-17   -1.1717594946e-16    3.7420697416e-17   -1.0065672929e-16    1.0269789713e-17    2.2853966519e-17    2.0032707309e-17    2.7732460241e-17   -2.7886940453e-17    4.6477471236e-17   -5.3405423400e-18   -5.1839108668e-17    7.1682168905e-17    5.0516218640e-17   -1.4817372958e-17
   7.5000000    1.7522917101e-17   -9.9936058115e-17   -9.4167027177e-17   -1.3412304495e-17   -6.5852128253e-17    6.6732213640e-17   -8.4357728616e-17    1.5657211961e-17    1.1642938779e-17   -5.6405748787e-17    2.8974066641e-17   -3.6794716377e-17   -7.2489598230e-17    5.4197409728e-18    2.1120022334e-17   -3.5323181005e-17    1.1934193029e-16    6.8182436498e-17    1.4607306445e-17   -6.8294304675e-17    8.1760819911e-17    3.6658250974e-17   -2.4419800497e-17    2.1589442497e-17   -1.6379807016e-17   -7.6315777474e-17    1.3395607209e-17   -6.6206494276e-17   -3.6667477099e-18   -8.0073494901e-17   -1.9507368216e-17    1.9124294746e-17   -8.4820592348e-18    2.8294305373e-17    2.5056853580e-17    1.1201220380e-17    8.3751562394e-18   -2.4815487885e-17   -2.3587409267e-17   -6.0182048397e-17   -3.4051891793e-17    2.8537286571e-18    3.6498710296e-17   -4.9538807203e-17    6.0033526057e-17   -2.8632254766e-17   -4.7525236319e-17    3.4762191700e-17   -6.1556888328e-18   -6.0174831906e-18   -6.8436820636e-17    6.8769985021e-17   -7.3889193039e-17    5.0647374972e-17    3.2389359775e-17   -1.0472475152e-17    5.9694971175e-18   -3.0743302424e-17    4.1350598024e-17    1.8197138882e-17   -3.9136646716e-17    3.5297758270e-17    1.9978182996e-17   -8.2829313674e-18
   8.7500000    1.7276102440e-17   -4.4741691527e-17   -3.6958694708e-17    7.3900042464e-19   -1.9555124741e-17    3.6926740229e-17   -4.6903403614e-17    1.0745403793e-17    7.7579339991e-18   -1.4860907085e-17    4.2561473483e-18   -1.5311095398e-17   -2.0218393151e-17   -5.5552851494e-18   -6.7260766415e-18   -1.9823996000e-17    4.8261837743e-17    1.4453811993e-17   -3.8231652263e-18   -5.3228973644e-17    3.6040623775e-17    1.5623418494e-17   -1.5911127473e-17    7.7353035290e-18   -1.4517315558e-17   -3.5687046013e-17    2.7442307219e-17   -2.9172018613e-17    1.0108457689e-17   -3.2918876221e-17    8.4636494290e-18    1.6604308244e-17    1.4401926191e-17    2.0464147990e-17    1.7773166330e-17    2.9916441151e-18    3.4361465501e-18   -1.6093373982e-17   -3.5151745373e-18   -2.9713673854e-17   -3.7643492188e-18    3.4884173879e-18    1.5327000092e-17   -1.0352462760e-17    1.6694803272e-17   -6.4302871156e-19   -2.2342849051e-17    9.1941803728e-18    1.5620342542e-17   -4.1316804124e-18   -2.6045253903e-17    1.8059349892e-17   -3.6873869533e-17    3.8909004569e-17    1.8187215448e-17    5.6656027901e-18    3.3748059400e-18   -3.3745365451e-18    2.9652711783e-17    4.9452508152e-18   -2.7659651291e-17    1.2202750023e-17    1.3345349470e-17    2.1978781347e-18
  10.0000000   -1.2158185958e-17    2.8565160063e-17    2.6426132801e-17    2.4411668410e-18    1.8931789575e-17   -2.7712243497e-17    2.9590087865e-17    2.9199131779e-18   -1.1439018108e-18    9.1929221861e-18   -1.3758329238e-17    1.5558724307e-17    8.7105961887e-18    7.8551539374e-18    6.3415132702e-18    8.3458571630e-18   -3.4794990744e-17   -1.3558345111e-17   -1.4141639187e-17    3.0547322405e-17   -2.8430799362e-17   -1.4816415783e-17    4.7436944959e-18   -1.0377075578e-17    1.0154672772e-17    3.5109511877e-17   -1.7524764751e-17    1.3666069717e-17    2.3624805782e-19    2.2045665775e-17   -7.0472997303e-18   -9.6311601071e-18   -2.3541713483e-18   -2.1819771663e-17    1.5766955297e-18   -1.0784127359e-17    8.5044445642e-18    2.7629884888e-18    6.2204419226e-18    8.1050198636e-18    3.3929151669e-18   -1.4017474562e-17   -1.8599740450e-17    1.1388764700e-17   -1.7597526059e-17    2.2018307035e-18    1.6301186153e-17   -1.0773102525e-17   -8.7204334333e-18    2.9382255338e-18    3.3862158097e-17   -1.3826417281e-17    1.9721038211e-17   -9.5863664934e-18   -6.3573114181e-18   -1.2598451271e-18   -5.8681864481e-18    5.1540214605e-18   -1.7120687142e-17   -7.6695269985e-18    1.3003843371e-17   -1.7608188379e-17   -1.1823784608e-17    8.1978952678e-18
  11.2500000   -1.3173341699e-17    8.7722314874e-17    7.5786871281e-17    2.1474442062e-17    4.6840250003e-17   -9.3911905885e-17    7.6130293462e-17   -3.4930027315e-18   -3.9587658806e-17    3.3383526535e-17   -3.6612557789e-17    4.8094650494e-17    4.5123958545e-17    1.3630642557e-17   -2.8354918357e-17    5.1184926922e-17   -1.1378481785e-16   -2.2013574000e-17   -3.6315849202e-17    7.1975313856e-17   -4.5749244008e-17   -1.6481470238e-17   -1.4730893733e-18   -2.7262787141e-17    3.4677099296e-17    1.0596655802e-16   -3.3287163723e-17    7.4966715429e-17    5.8675783606e-18    5.7062723231e-17   -3.6051359724e-18   -3.3756998806e-17   -4.3855625747e-18   -5.2527226375e-17   -1.0956847164e-17    8.4201321927e-19   -1.4911063476e-17    6.4780841792e-17    9.1815738181e-18    4.3550597102e-17    2.7851902659e-17   -1.1600755524e-17   -3.8330723750e-17    2.7718430051e-17   -4.4437652974e-17    2.3418782791e-17    8.8423649389e-18   -3.1067038854e-17   -3.1712057710e-18   -2.7110307035e-17    6.9518634287e-17   -4.6575699023e-17    5.2826203596e-17   -2.0132555797e-17   -2.4308627896e-17    4.3920367142e-18   -1.3613782421e-17    2.8124626439e-17   -4.6596367068e-17    2.4404723046e-17    5.5085919985e-17   -3.9665764267e-17   -3.7611248824e-17    2.8862763240e-17
  12.5000000   -6.8130022301e-17    1.0714726904e-16    1.0657035512e-16    8.7716656715e-18    5.9724440897e-17   -6.8993683262e-17    1.0127574418e-16   -3.5626118591e-17   -4.9193300027e-18    5.0058958495e-18   -6.0680824807e-17    6.0253282990e-17    6.2423914560e-17    1.3544797406e-17   -7.1783776688e-19    4.1159075581e-17   -1.4272776202e-16   -6.9949190556e-17    9.8547925149e-18    7.6400328490e-17   -1.1464952174e-16   -3.9438451284e-17   -2.2433441096e-17   -1.8338474183e-17    1.6769062710e-17    1.4508355103e-16   -3.4066002541e-17    2.6962712418e-17   -1.2658489950e-17    7.5211033207e-17   -3.9712487389e-17   -3.3088683789e-17   -5.9475254089e-18   -1.0317215341e-16   -4.0169047628e-17   -7.8005404035e-18    2.7086226077e-17    7.2757546530e-17   -1.0536087861e-17    4.7733728040e-17    3.4156741843e-17   -1.1529243741e-17   -7.2019371615e-17    1.2324958286e-17   -9.0879145699e-17   -1.3206625394e-17   -1.7583023345e-18   -3.3229262878e-17    3.4170717461e-17   -1.2654505331e-17    9.9411260410e-17   -4.3108473311e-17    1.1435274905e-16   -1.6372713528e-17   -4.6746010299e-17   -1.4042840993e-17   -2.9743380488e-17    2.0992992681e-17   -3.9995920265e-17    3.2165133139e-17    6.6785831020e-17   -4.8014242616e-17   -6.3437627608e-17   -1.8712844725e-18
