#          t             r = ...
   0.0000000    1.7141400000e+00    1.7191400000e+00    4.4500000000e+02    4.5000000000e+02    4.5500000000e+02
   0.0000000    3.3224232752e-03    3.3265654626e-03    1.4268368668e-03    1.4266723611e-03    1.4265115464e-03
   2.5000000    7.4554805948e-04    7.4488671482e-04   -3.0929861760e-03   -3.0950185151e-03   -3.0956851563e-03
   5.0000000    8.6419531115e-03    8.6240110197e-03   -3.6370714685e-03   -3.6419573055e-03   -3.6438233683e-03
   7.5000000    7.9783210407e-03    7.9907463033e-03   -3.4412395342e-03   -3.4490267937e-03   -3.4522178212e-03
  10.0000000    5.8395155091e-03    5.8432771646e-03   -7.8457056875e-03   -7.8554030476e-03   -7.8591212493e-03
  12.5000000    1.1821252532e-02    1.1817902398e-02   -9.2039303099e-03   -9.2157944638e-03   -9.2203201418e-03
  15.0000000    9.4689787460e-03    9.4971904870e-03   -8.4528715374e-03   -8.4679825648e-03   -8.4745033756e-03
  17.5000000    7.7779287648e-03    7.7914951601e-03   -1.2496865269e-02   -1.2514018623e-02   -1.2521603744e-02
  20.0000000    1.2314123655e-02    1.2322383694e-02   -1.4708789376e-02   -1.4727202805e-02   -1.4735156954e-02
  22.5000000    1.0237792282e-02    1.0273873134e-02   -1.3616083368e-02   -1.3637657695e-02   -1.3648055574e-02
  25.0000000    8.1690505469e-03    8.1920213032e-03   -1.7084007927e-02   -1.7108067930e-02   -1.7120371740e-02
  27.5000000    1.1831468569e-02    1.1845943493e-02   -2.0112716646e-02   -2.0137202574e-02   -2.0149430854e-02
  30.0000000    1.0583434211e-02    1.0622560059e-02   -1.8924924606e-02   -1.8952209980e-02   -1.8966887197e-02
  32.5000000    8.0391817481e-03    8.0697850154e-03   -2.1650619681e-02   -2.1681140931e-02   -2.1698678608e-02
  35.0000000    1.0964154022e-02    1.0982000470e-02   -2.5385311182e-02   -2.5415708265e-02   -2.5432823990e-02
  37.5000000    1.0760780208e-02    1.0799782610e-02   -2.4360322868e-02   -2.4392857895e-02   -2.4411939085e-02
  40.0000000    7.9199509907e-03    7.9566476997e-03   -2.6242567587e-02   -2.6279215597e-02   -2.6302106742e-02
  42.5000000    1.0027923943e-02    1.0048408587e-02   -3.0507744604e-02   -3.0544096461e-02   -3.0566476822e-02
  45.0000000    1.0891597414e-02    1.0928585885e-02   -2.9891683663e-02   -2.9929197618e-02   -2.9952647187e-02
  47.5000000    8.0643652424e-03    8.1058101762e-03   -3.0903967547e-02   -3.0946387466e-02   -3.0974469674e-02
  50.0000000    9.2188152032e-03    9.2425189621e-03   -3.5474502133e-02   -3.5516885763e-02   -3.5544750627e-02
  52.5000000    1.1000666950e-02    1.1034830144e-02   -3.5479440544e-02   -3.5521761381e-02   -3.5549516570e-02
  55.0000000    8.5533786730e-03    8.5982463612e-03   -3.5673132040e-02   -3.5720877173e-02   -3.5753818157e-02
  57.5000000    8.6683336977e-03    8.6964354535e-03   -4.0293955609e-02   -4.0342379155e-02   -4.0375831853e-02
  60.0000000    1.1071345964e-02    1.1102845900e-02   -4.1078466803e-02   -4.1125497375e-02   -4.1157543079e-02
  62.5000000    9.3581149862e-03    9.4049837618e-03   -4.0579017417e-02   -4.0631572568e-02   -4.0668949646e-02
  65.0000000    8.4685277429e-03    8.5022404239e-03   -4.4987715918e-02   -4.5042093886e-02   -4.5081127301e-02
  67.5000000    1.1088975109e-02    1.1118832205e-02   -4.6642042843e-02   -4.6693785551e-02   -4.6730187009e-02
  70.0000000    1.0383560404e-02    1.0431015024e-02   -4.5638501762e-02   -4.5695356994e-02   -4.5736727779e-02
  72.5000000    8.6764214965e-03    8.7165860790e-03   -4.9588815984e-02   -4.9648976114e-02   -4.9693476289e-02
  75.0000000    1.1065293562e-02    1.1095215071e-02   -5.2126035529e-02   -5.2182608777e-02   -5.2223526438e-02
  77.5000000    1.1503664007e-02    1.1550463127e-02   -5.0854747221e-02   -5.0915466919e-02   -5.0960443241e-02
  80.0000000    9.3100321218e-03    9.3568409913e-03   -5.4138871282e-02   -5.4204556266e-02   -5.4254317255e-02
  82.5000000    1.1051195214e-02    1.1083315278e-02   -5.7492905333e-02   -5.7554523868e-02   -5.7600214442e-02
  85.0000000    1.2592122334e-02    1.2637455489e-02   -5.6216791191e-02   -5.6281057350e-02   -5.6329374809e-02
  87.5000000    1.0346326068e-02    1.0399244456e-02   -5.8684448155e-02   -5.8755309780e-02   -5.8810057166e-02
  90.0000000    1.1128409514e-02    1.1164996813e-02   -6.2715164820e-02   -6.2782090698e-02   -6.2832889821e-02
  92.5000000    1.3545411640e-02    1.3589122409e-02   -6.1700402088e-02   -6.1768037228e-02   -6.1819607546e-02
  95.0000000    1.1716472948e-02    1.1774309015e-02   -6.3272947593e-02   -6.3348548744e-02   -6.3407965885e-02
  97.5000000    1.1397106246e-02    1.1440199455e-02   -6.7777963893e-02   -6.7850448359e-02   -6.7906732988e-02
 100.0000000    1.4305918316e-02    1.4348632693e-02   -6.7270129510e-02   -6.7341110280e-02   -6.7396047350e-02
 102.5000000    1.3315247771e-02    1.3376391605e-02   -6.7948366473e-02   -6.8028203713e-02   -6.8091957432e-02
 105.0000000    1.1956253016e-02    1.2007356294e-02   -7.2680559742e-02   -7.2758792228e-02   -7.2820926895e-02
 107.5000000    1.4871758392e-02    1.4914893367e-02   -7.2882376693e-02   -7.2956842073e-02   -7.3015458980e-02
 110.0000000    1.5012106213e-02    1.5074845527e-02   -7.2747316751e-02   -7.2830865425e-02   -7.2898631079e-02
